nmun,idmun,ides,tmax,tmin
San Juan Bautista Jayacatlán,179,20,26.64,10.87
San Juan Bautista Lo de Soto,180,20,33.61,21.86
San Juan Bautista Suchitepec,181,20,28.05,12.81
San Juan Bautista Tlachichilco,183,20,28.63,16.21
San Juan Bautista Tlacoatzintepec,182,20,27.34,15.24
San Juan Bautista Tuxtepec,184,20,31.33,21.91
San Juan Bautista Valle Nacional,559,20,29.54,17.3
San Juan Cacahuatepec,185,20,32.45,20.45
San Juan Cancuc,112,7,26.04,13.04
San Juan Chicomezúchil,191,20,25.42,8.76
San Juan Chilateca,192,20,28.23,12.92
San Juan Cieneguilla,186,20,30.77,18.11
San Juan Coatzóspam,187,20,27.03,15.83
San Juan Colorado,188,20,31.61,20.04
San Juan Comaltepec,189,20,26.86,15.68
San Juan Cotzocón,190,20,30.73,19.87
San Juan Diuxi,195,20,25.85,11.77
San Juan Evangelista,142,30,31.35,22.03
San Juan Evangelista Analco,196,20,25.31,9.1
San Juan Guelavía,197,20,27.26,12.19
San Juan Guichicovi,198,20,30.75,21.34
San Juan Huactzinco,53,29,23.4,11.3
San Juan Ihualtepec,199,20,30.41,17.3
San Juan Juquila Mixes,200,20,29.22,14.63
San Juan Juquila Vijanos,201,20,25.41,10.61
San Juan Lachao,202,20,28.88,16.29
San Juan Lachigalla,203,20,29.36,13.39
San Juan Lajarcia,204,20,30.43,15.28
San Juan Lalana,205,20,29.91,19.67
San Juan Mazatlán,207,20,30.42,19.74
San Juan Mixtepec,208,20,25.259999999999998,11.455
San Juan Ozolotepec,211,20,27.14,14.74
San Juan Petlapa,212,20,26.88,16.29
San Juan Quiahije,213,20,28.15,16.32
San Juan Quiotepec,214,20,26.5,11.87
San Juan Sayultepec,215,20,25.78,11.79
San Juan Tabaá,216,20,24.94,11.64
San Juan Tamazola,217,20,26.54,12.27
San Juan Teita,218,20,25.82,12.88
San Juan Teitipac,219,20,27.73,12.6
San Juan Tepeuxila,220,20,27.67,12.25
San Juan Teposcolula,221,20,25.89,10.82
San Juan Yaeé,222,20,26.02,12.95
San Juan Yatzona,223,20,25.68,13.12
San Juan Yucuita,224,20,25.51,11.64
San Juan de Guadalupe,27,10,27.21,7.41
San Juan de Sabinas,32,5,22.63,14.73
San Juan de los Cués,206,20,29.74,14.06
San Juan de los Lagos,73,14,28.44,10.61
San Juan del Estado,193,20,26.66,10.53
San Juan del Río,194,20,25.963333333333335,10.953333333333333
San Juan Ñumí,210,20,26.58,12.13
San Juanito de Escobedo,7,14,29.81,12.11
San Julián,74,14,27.53,11.01
San Lorenzo,225,20,32.58,20.16
San Lorenzo Albarradas,226,20,28.35,12.64
San Lorenzo Axocomanitla,54,29,23.4,11.3
San Lorenzo Cacaotepec,227,20,27.05,11.91
San Lorenzo Cuaunecuiltitla,228,20,27.7,14.95
San Lorenzo Texmelúcan,229,20,28.54,14.71
San Lorenzo Victoria,230,20,28.55,16.67
San Lucas,110,7,29.395,19.1
San Lucas Camotlán,231,20,29.79,16.65
San Lucas Ojitlán,232,20,30.54,20.43
San Lucas Quiaviní,233,20,28.07,12.59
San Lucas Tecopilco,55,29,23.4,9.6
San Lucas Zoquiápam,234,20,28.36,14.35
San Luis Acatlán,52,12,30.73,19.88
San Luis Amatlán,235,20,28.0,12.33
San Luis Potosí,28,24,28.92,11.45
San Luis Río Colorado,55,26,29.7,17.79
San Luis de la Paz,33,11,23.72,12.8
San Luis del Cordero,29,10,23.83,10.81
San Marcial Ozolotepec,236,20,27.75,15.4
San Marcos,53,12,30.929999999999996,17.465
San Marcos Arteaga,237,20,28.99,16.45
San Martín Chalchicuautla,29,24,28.75,20.64
San Martín Hidalgo,77,14,28.28,12.2
San Martín Huamelúlpam,239,20,25.77,11.14
San Martín Itunyoso,240,20,26.04,13.56
San Martín Lachilá,241,20,28.31,13.08
San Martín Peras,242,20,26.27,14.93
San Martín Texmelucan,132,21,18.27,7.69
San Martín Tilcajete,243,20,28.1,13.02
San Martín Totoltepec,133,21,27.6,17.64
San Martín Toxpalan,244,20,29.29,13.93
San Martín Zacatepec,245,20,30.06,17.45
San Martín de Bolaños,76,14,28.18,11.25
San Martín de las Pirámides,75,15,23.8,11.79
San Martín de los Cansecos,238,20,28.69,13.29
San Mateo Atenco,76,15,17.61,6.0
San Mateo Cajonos,246,20,25.69,11.36
San Mateo Etlatongo,250,20,26.15,12.28
San Mateo Nejápam,251,20,29.3,16.71
San Mateo Peñasco,252,20,25.41,12.12
San Mateo Piñas,253,20,28.51,16.91
San Mateo Río Hondo,254,20,27.06,13.39
San Mateo Sindihui,255,20,26.16,13.32
San Mateo Tlapiltepec,256,20,26.63,11.06
San Mateo Yoloxochitlán,249,20,27.47,15.19
San Mateo Yucutindoo,566,20,26.9,14.76
San Mateo del Mar,248,20,33.33,26.29
San Matías Tlalancaleca,134,21,17.82,6.96
San Melchor Betaza,257,20,24.98,11.97
San Miguel Achiutla,258,20,25.31,10.95
San Miguel Ahuehuetitlán,259,20,29.55,16.9
San Miguel Aloápam,260,20,26.14,10.13
San Miguel Amatitlán,261,20,30.26,18.02
San Miguel Amatlán,262,20,25.95,10.33
San Miguel Chicahua,264,20,25.87,11.96
San Miguel Chimalapa,265,20,32.1,21.65
San Miguel Coatlán,263,20,27.87,13.8
San Miguel Ejutla,268,20,28.7,13.2
San Miguel Huautla,270,20,26.94,12.79
San Miguel Ixitlán,135,21,29.21,14.43
San Miguel Mixtepec,271,20,27.32,11.91
San Miguel Panixtlahuaca,272,20,29.36,17.96
San Miguel Peras,273,20,26.58,11.11
San Miguel Piedras,274,20,26.47,12.6
San Miguel Quetzaltepec,275,20,29.1,15.74
San Miguel Santa Flor,276,20,27.53,13.17
San Miguel Soyaltepec,278,20,30.44,22.11
San Miguel Suchixtepec,279,20,27.06,13.91
San Miguel Tecomatlán,281,20,26.15,12.28
San Miguel Tenango,282,20,33.03,20.18
San Miguel Tequixtepec,283,20,25.89,11.15
San Miguel Tilquiápam,284,20,28.49,13.15
San Miguel Tlacamama,285,20,32.74,21.34
San Miguel Tlacotepec,286,20,26.89,15.04
San Miguel Totolapan,54,12,25.58,17.8
San Miguel Tulancingo,287,20,26.42,10.97
San Miguel Xoxtla,136,21,21.1,10.96
San Miguel Yotao,288,20,25.46,10.67
San Miguel de Allende,3,11,25.5,10.6
San Miguel de Horcasitas,56,26,29.94,14.55
San Miguel del Puerto,266,20,30.11,19.65
San Miguel del Río,267,20,25.56,8.62
San Miguel el Alto,78,14,26.8,11.12
San Miguel el Grande,269,20,24.82,12.96
San Nicolás,289,20,25.505,16.055
San Nicolás Buenos Aires,137,21,22.39,9.95
San Nicolás Hidalgo,290,20,30.23,17.46
San Nicolás Tolentino,30,24,28.01,15.67
San Nicolás de los Garza,46,19,23.28,19.12
San Nicolás de los Ranchos,138,21,11.84,5.09
San Pablo Anicano,139,21,31.38,18.26
San Pablo Coatlán,291,20,29.03,14.92
San Pablo Cuatro Venados,292,20,27.03,12.11
San Pablo Etla,293,20,26.89,11.69
San Pablo Huitzo,294,20,26.75,11.14
San Pablo Huixtepec,295,20,28.22,13.11
San Pablo Macuiltianguis,296,20,25.32,10.57
San Pablo Tijaltepec,297,20,25.54,13.31
San Pablo Villa de Mitla,298,20,27.35,11.77
San Pablo Yaganiza,299,20,25.87,10.99
San Pablo del Monte,25,29,21.85,11.67
San Pedro,33,5,25.83,10.39
San Pedro Amuzgos,300,20,31.86,19.79
San Pedro Apóstol,301,20,28.7,13.4
San Pedro Atoyac,302,20,31.21,20.16
San Pedro Cajonos,303,20,25.87,10.99
San Pedro Cholula,140,21,19.11,10.34
San Pedro Comitancillo,305,20,35.42,23.22
San Pedro Coxcaltepec Cántaros,304,20,26.15,12.67
San Pedro Garza García,19,19,22.44,15.18
San Pedro Huamelula,307,20,31.32,22.55
San Pedro Huilotepec,308,20,34.53,25.07
San Pedro Ixcatlán,309,20,28.97,20.6
San Pedro Ixtlahuaca,310,20,27.26,12.51
San Pedro Jaltepetongo,311,20,27.91,14.1
San Pedro Jicayán,312,20,32.28,20.79
San Pedro Jocotipac,313,20,27.63,13.86
San Pedro Juchatengo,314,20,27.84,14.49
San Pedro Lagunillas,13,18,28.23,14.94
San Pedro Mixtepec Dto. 22,318,20,30.59,20.68
San Pedro Mixtepec Dto. 26,319,20,25.34,11.36
San Pedro Molinos,320,20,25.02,12.54
San Pedro Mártir,315,20,28.65,13.3
San Pedro Mártir Quiechapa,316,20,26.95,12.04
San Pedro Mártir Yucuxaco,317,20,26.22,11.27
San Pedro Nopala,321,20,27.56,11.97
San Pedro Ocopetatillo,322,20,27.7,14.95
San Pedro Ocotepec,323,20,28.74,14.84
San Pedro Pochutla,324,20,33.09,21.41
San Pedro Quiatoni,325,20,30.0,14.27
San Pedro Sochiápam,326,20,27.28,13.68
San Pedro Tapanatepec,327,20,33.39,25.85
San Pedro Taviche,328,20,29.07,13.31
San Pedro Teozacoalco,329,20,26.53,12.92
San Pedro Teutila,330,20,27.42,15.95
San Pedro Tidaá,331,20,25.76,11.55
San Pedro Tlaquepaque,98,14,28.31,12.4
San Pedro Topiltepec,332,20,25.77,11.48
San Pedro Totolápam,333,20,29.47,13.87
San Pedro Yaneri,335,20,25.49,10.92
San Pedro Yeloixtlahuaca,141,21,31.09,18.26
San Pedro Yucunama,341,20,26.06,10.56
San Pedro Yólox,336,20,25.92,12.07
San Pedro de la Cueva,57,26,27.85,9.23
San Pedro del Gallo,30,10,24.28,6.74
San Pedro el Alto,306,20,27.81,14.68
San Pedro y San Pablo Ayutla,337,20,26.62,11.89
San Pedro y San Pablo Teposcolula,339,20,25.97,10.62
San Pedro y San Pablo Tequixtepec,340,20,28.97,13.77
San Rafael,211,30,27.19,19.79
San Raymundo Jalpan,342,20,27.92,13.03
San Salvador,54,13,23.85,9.93
San Salvador Huixcolotla,144,21,24.24,12.2
San Salvador el Seco,142,21,23.12,10.43
San Salvador el Verde,143,21,14.73,5.43
San Sebastián Abasolo,343,20,27.13,12.15
San Sebastián Coatlán,344,20,29.86,16.78
San Sebastián Ixcapa,345,20,32.66,21.12
San Sebastián Nicananduta,346,20,26.51,11.22
San Sebastián Río Hondo,347,20,25.4,11.24
San Sebastián Tecomaxtlahuaca,348,20,26.59,14.82
San Sebastián Teitipac,349,20,27.59,12.56
San Sebastián Tlacotepec,145,21,28.96,17.98
San Sebastián Tutla,350,20,26.94,12.12
San Sebastián del Oeste,80,14,27.6,16.0
San Simón Almolongas,351,20,28.14,12.7
San Simón Zahuatlán,352,20,30.02,17.55
San Simón de Guerrero,77,15,15.42,9.38
San Vicente Coatlán,534,20,27.92,13.03
San Vicente Lachixío,535,20,27.61,12.37
San Vicente Nuñú,536,20,25.66,11.08
San Vicente Tancuayalab,34,24,29.81,21.51
Sanahcat,64,31,34.31,19.71
Sanctórum de Lázaro Cárdenas,20,29,20.57,8.33
Santa Ana,353,20,27.509999999999998,13.445
Santa Ana Ateixtlahuaca,354,20,27.7,14.95
Santa Ana Cuauhtémoc,355,20,27.04,13.7
Santa Ana Maya,78,16,25.7,11.43
Santa Ana Nopalucan,56,29,21.31,9.53
Santa Ana Tavela,357,20,30.67,15.42
Santa Ana Tlapacoyan,358,20,27.74,12.54
Santa Ana Yareni,359,20,25.81,9.61
Santa Ana Zegache,360,20,28.35,13.19
Santa Ana del Valle,356,20,26.93,11.63
Santa Apolonia Teacalco,57,29,22.3,10.64
Santa Bárbara,60,8,19.6,7.77
Santa Catalina Quierí,361,20,24.82,10.15
Santa Catarina,48,19,23.983333333333334,13.843333333333334
Santa Catarina Ayometla,58,29,22.74,11.77
Santa Catarina Cuixtla,362,20,27.13,11.67
Santa Catarina Ixtepeji,363,20,25.95,9.78
Santa Catarina Juquila,364,20,29.4,17.68
Santa Catarina Lachatao,365,20,25.66,9.37
Santa Catarina Loxicha,366,20,29.46,15.71
Santa Catarina Mechoacán,367,20,33.67,20.55
Santa Catarina Minas,368,20,28.43,13.16
Santa Catarina Quiané,369,20,28.13,13.06
Santa Catarina Quioquitani,74,20,24.53,9.54
Santa Catarina Tayata,370,20,25.12,10.61
Santa Catarina Ticuá,371,20,25.02,13.06
Santa Catarina Tlaltempan,146,21,27.72,16.79
Santa Catarina Yosonotú,372,20,25.15,13.95
Santa Catarina Zapoquila,373,20,27.52,12.13
Santa Clara,31,10,25.5,5.7
Santa Cruz,59,26,18.98,9.86
Santa Cruz Acatepec,374,20,27.94,14.76
Santa Cruz Amilpas,375,20,27.27,12.35
Santa Cruz Itundujia,377,20,29.02,17.09
Santa Cruz Mixtepec,378,20,27.28,11.96
Santa Cruz Nundaco,379,20,24.72,12.89
Santa Cruz Papalutla,380,20,27.43,12.32
Santa Cruz Quilehtla,59,29,22.74,11.77
Santa Cruz Tacache de Mina,381,20,30.23,17.46
Santa Cruz Tacahua,382,20,26.13,14.31
Santa Cruz Tayata,383,20,25.23,10.58
Santa Cruz Tlaxcala,26,29,22.81,10.25
Santa Cruz Xitla,384,20,27.69,12.12
Santa Cruz Xoxocotlán,385,20,27.7,13.0
Santa Cruz Zenzontepec,386,20,29.86,17.63
Santa Cruz de Bravo,376,20,28.1,15.98
Santa Cruz de Juventino Rosas,35,11,29.08,11.81
Santa Elena,66,31,33.12,18.41
Santa Gertrudis,387,20,28.39,13.11
Santa Inés Ahuatempan,147,21,29.85,16.93
Santa Inés Yatzeche,389,20,28.58,13.32
Santa Inés de Zaragoza,569,20,26.81,12.54
Santa Inés del Monte,388,20,27.45,12.5
Santa Isabel,24,8,20.36,7.45
Santa Isabel Cholula,148,21,18.14,10.11
Santa Isabel Xiloxoxtla,60,29,23.08,11.44
Santa Lucía Miahuatlán,391,20,27.21,12.96
Santa Lucía Monteverde,392,20,26.05,14.73
Santa Lucía Ocotlán,393,20,28.65,13.3
Santa Lucía del Camino,390,20,27.27,12.35
Santa Magdalena Jicotlán,47,20,27.01,11.23
Santa Marí Jacatepec,417,20,31.1,20.22
Santa Marí Jaltianguis,419,20,25.31,9.13
Santa Marí Mixtequilla,421,20,35.92,22.62
Santa Marí Nativitas,422,20,25.38,10.93
Santa Marí Nduayaco,423,20,25.57,10.62
Santa Marí Ozolotepec,424,20,26.45,13.71
Santa Marí Petapa,427,20,31.45,21.42
Santa Marí Pápalo,425,20,27.97,12.55
Santa Marí Quiegolani,428,20,27.25,13.3
Santa Marí Sola,429,20,28.3,13.17
Santa Marí Tataltepec,430,20,25.94,12.45
Santa Marí Temaxcalapa,432,20,25.77,13.86
Santa Marí Temaxcaltepec,433,20,29.63,17.43
Santa Marí Teopoxco,434,20,28.3,14.33
Santa Marí Texcatitlán,436,20,27.8,14.14
Santa Marí Tlahuitoltepec,437,20,25.68,12.36
Santa Marí Tlalixtac,438,20,27.38,13.48
Santa Marí Totolapilla,440,20,32.81,18.54
Santa Marí Xadani,441,20,34.04,25.38
Santa Marí Yalina,442,20,25.2,10.5
Santa Marí Yavesía,443,20,25.73,9.93
Santa Marí Yolotepec,444,20,26.19,14.73
Santa Marí Yosoyúa,445,20,25.28,12.51
Santa Marí Yucuhiti,446,20,25.55,14.32
Santa Marí Zaniza,448,20,28.2,15.41
Santa Marí Zoquitlán,449,20,28.53,13.19
Santa María Alotepec,394,20,28.38,15.29
Santa María Apazco,395,20,26.9,13.41
Santa María Atzompa,399,20,27.24,12.27
Santa María Camotlán,400,20,28.11,13.16
Santa María Chachoápam,404,20,25.34,11.34
Santa María Chilchotla,406,20,28.44,18.74
Santa María Chimalapa,407,20,29.71,21.16
Santa María Colotepec,401,20,31.31,22.27
Santa María Cortijo,402,20,32.77,22.61
Santa María Coyotepec,403,20,27.76,12.79
Santa María Ecatepec,410,20,30.29,17.11
Santa María Guelacé,411,20,27.13,12.15
Santa María Guienagati,412,20,32.28,20.02
Santa María Huatulco,413,20,31.9,21.62
Santa María Huazolotitlán,414,20,33.45,22.42
Santa María Ipalapa,415,20,31.11,19.72
Santa María Ixcatlán,416,20,27.33,12.87
Santa María Jalapa del Marqués,418,20,34.55,20.41
Santa María Lachixío,420,20,26.78,11.17
Santa María Peñoles,426,20,26.44,11.12
Santa María Tecomavaca,431,20,28.85,13.82
Santa María Tepantlali,435,20,27.01,12.69
Santa María Tonameca,439,20,32.85,22.87
Santa María Zacatepec,447,20,31.23,18.51
Santa María de la Paz,58,32,26.13,10.3
Santa María de los Ángeles,81,14,24.19,6.68
Santa María del Oro,56,14,29.83,16.15
Santa María del Rosario,408,20,25.39,10.93
Santa María del Río,32,24,27.96,14.22
Santa María del Tule,409,20,26.94,12.12
Santa María la Asunción,396,20,26.98,15.02
Santiago,49,19,20.78,12.05
Santiago Amoltepec,450,20,29.38,17.24
Santiago Apoala,451,20,26.41,12.6
Santiago Apóstol,452,20,28.52,13.28
Santiago Astata,453,20,31.5,23.73
Santiago Atitlán,454,20,27.12,14.18
Santiago Ayuquililla,455,20,30.39,17.84
Santiago Cacaloxtepec,456,20,28.8,15.3
Santiago Camotlán,457,20,27.1,15.71
Santiago Chazumba,459,20,29.81,13.93
Santiago Choápam,460,20,28.02,17.29
Santiago Comaltepec,458,20,27.16,14.01
Santiago Huajolotitlán,462,20,28.14,13.62
Santiago Huauclilla,463,20,26.43,12.86
Santiago Ihuitlán Plumas,464,20,26.72,11.46
Santiago Ixcuintepec,465,20,30.31,17.8
Santiago Ixcuintla,15,18,29.26,18.91
Santiago Ixtayutla,466,20,30.79,18.62
Santiago Jamiltepec,467,20,33.03,22.01
Santiago Jocotepec,468,20,29.62,19.43
Santiago Juxtlahuaca,469,20,27.44,15.16
Santiago Lachiguiri,470,20,31.56,18.6
Santiago Lalopa,471,20,25.73,12.48
Santiago Laollaga,472,20,34.12,21.71
Santiago Laxopa,473,20,25.74,10.44
Santiago Llano Grande,474,20,33.52,21.83
Santiago Maravatío,36,11,27.01,11.71
Santiago Matatlán,475,20,28.38,12.85
Santiago Miahuatlán,149,21,26.53,13.26
Santiago Miltepec,476,20,28.8,13.9
Santiago Minas,477,20,28.03,15.52
Santiago Nacaltepec,478,20,26.75,12.01
Santiago Nejapilla,479,20,25.77,11.18
Santiago Niltepec,66,20,35.71,24.36
Santiago Nundiche,480,20,25.55,11.72
Santiago Nuyoó,481,20,24.67,13.59
Santiago Papasquiaro,32,10,22.99,4.44
Santiago Pinotepa Nacional,482,20,32.99,22.59
Santiago Sochiapan,212,30,30.76,21.1
Santiago Suchilquitongo,483,20,26.75,11.55
Santiago Tamazola,484,20,29.88,17.21
Santiago Tapextla,485,20,32.18,24.04
Santiago Tenango,487,20,26.9,12.34
Santiago Tepetlapa,488,20,26.15,10.89
Santiago Tetepec,489,20,32.39,19.74
Santiago Texcalcingo,490,20,28.05,13.7
Santiago Textitlán,491,20,26.75,13.85
Santiago Tilantongo,492,20,26.22,12.49
Santiago Tillo,493,20,25.78,11.79
Santiago Tlazoyaltepec,494,20,26.57,11.27
Santiago Tulantepec de Lugo Guerrero,56,13,23.85,9.21
Santiago Tuxtla,143,30,29.59,21.52
Santiago Xanica,495,20,28.14,16.8
Santiago Xiacuí,496,20,25.48,9.68
Santiago Yaitepec,497,20,28.87,16.97
Santiago Yaveo,498,20,31.08,20.86
Santiago Yolomécatl,499,20,26.04,10.71
Santiago Yosondúa,500,20,26.69,15.38
Santiago Yucuyachi,501,20,28.62,16.41
Santiago Zacatepec,502,20,27.74,15.45
Santiago Zoochila,503,20,25.5,10.92
Santiago de Anaya,55,13,23.26,11.36
Santiago del Río,461,20,26.85,15.32
Santiago el Pinar,119,7,24.82,11.91
Santo Domingo,33,24,26.37,9.25
Santo Domingo Albarradas,506,20,26.22,11.37
Santo Domingo Armenta,507,20,32.13,23.69
Santo Domingo Chihuitán,508,20,34.3,22.51
Santo Domingo Ingenio,505,20,35.03,23.84
Santo Domingo Ixcatlán,510,20,26.33,15.02
Santo Domingo Nuxaá,511,20,26.51,11.76
Santo Domingo Ozolotepec,512,20,25.37,11.87
Santo Domingo Petapa,513,20,31.41,20.58
Santo Domingo Roayaga,514,20,25.49,13.89
Santo Domingo Tehuantepec,515,20,34.18,22.78
Santo Domingo Teojomulco,516,20,28.49,15.07
Santo Domingo Tepuxtepec,517,20,27.95,13.0
Santo Domingo Tlatayápam,518,20,25.82,11.72
Santo Domingo Tomaltepec,519,20,26.7,11.79
Santo Domingo Tonaltepec,521,20,25.58,11.0
Santo Domingo Tonalá,520,20,28.77,16.83
Santo Domingo Xagacía,522,20,26.02,11.03
Santo Domingo Yanhuitlán,523,20,25.57,11.25
Santo Domingo Yodohino,524,20,27.65,12.75
Santo Domingo Zanatepec,525,20,33.48,23.79
Santo Domingo de Morelos,509,20,32.52,21.14
Santo Tomás,78,15,19.63,11.37
Santo Tomás Hueyotlipan,151,21,24.39,13.21
Santo Tomás Jalieza,530,20,28.07,12.86
Santo Tomás Mazaltepec,531,20,26.74,11.59
Santo Tomás Ocotepec,532,20,24.89,13.56
Santo Tomás Tamazulapan,533,20,26.7,11.88
Santos Reyes Nopala,526,20,30.37,18.68
Santos Reyes Pápalo,527,20,28.36,13.31
Santos Reyes Tepejillo,528,20,26.73,14.4
Santos Reyes Yucuná,529,20,29.59,17.14
Satevó,61,8,21.06,9.67
Saucillo,62,8,23.08,11.77
Sayula,82,14,23.0,10.73
Sayula de Alemán,144,30,31.39,22.1
Senguio,80,16,18.02,6.51
Seyé,67,31,34.34,19.73
Sierra Mojada,34,5,23.08,10.16
Silacayoápam,537,20,27.78,16.13
Silao de la Victoria,37,11,29.89,11.69
Siltepec,80,7,25.63,13.71
Simojovel,81,7,27.23,13.9
Sinaloa,17,25,30.57,16.26
Sinanché,68,31,32.33,20.91
Singuilucan,57,13,23.19,8.69
Sitalá,82,7,27.17,14.29
Sitio de Xitlapehua,538,20,27.11,11.35
Sochiapa,146,30,26.71,16.09
Socoltenango,83,7,29.49,18.97
Soconusco,145,30,31.2,22.05
Soledad Atzompa,147,30,25.34,13.73
Soledad Etla,539,20,27.05,11.91
Soledad de Doblado,148,30,31.66,21.51
Soledad de Graciano Sánchez,35,24,29.18,11.46
Solidaridad,8,23,32.49,19.69
Solosuchiapa,84,7,27.19,16.7
Soltepec,152,21,23.29,10.7
Sombrerete,42,32,21.26,4.32
Soteapan,149,30,28.36,21.5
Soto la Marina,37,28,25.44,21.75
Sotuta,69,31,34.6,19.43
Soyaló,85,7,24.36,14.75
Soyaniquilpan de Juárez,79,15,23.31,9.37
Soyopa,61,26,28.99,9.38
Suaqui Grande,62,26,29.55,11.37
Suchiapa,86,7,27.67,17.74
Suchiate,87,7,31.79,23.32
Sucilá,70,31,34.71,20.68
Sudzal,71,31,34.7,19.87
Sultepec,80,15,19.48,12.78
Suma,72,31,33.55,19.96
Sunuapa,88,7,29.13,21.34
Susticacán,43,32,21.24,4.81
Susupuato,81,16,22.33,13.36
Sáric,60,26,25.54,13.85
Súchil,33,10,19.93,2.77
Tabasco,44,32,26.71,7.4
Tacotalpa,15,27,29.34,19.23
Tacámbaro,82,16,22.13,13.38
Tahdziú,73,31,34.72,19.09
Tahmek,74,31,34.49,19.75
Tala,83,14,29.32,11.94
Talpa de Allende,84,14,26.43,16.15
Tamalín,150,30,26.2,21.26
Tamasopo,36,24,28.6,19.04
Tamazula,34,10,25.95,11.13
Tamazula de Gordiano,85,14,27.49,14.87
Tamazulápam del Espíritu Santo,31,20,26.39,12.54
Tamazunchale,37,24,27.33,18.83
Tamiahua,151,30,26.51,21.53
Tampacán,38,24,28.57,20.07
Tampamolón Corona,39,24,28.8,20.47
Tampico,38,28,27.72,21.93
Tampico Alto,152,30,26.88,21.08
Tamuín,40,24,30.02,21.85
Tancanhuitz,12,24,27.39,19.09
Tancoco,153,30,27.64,20.22
Tancítaro,83,16,28.02,17.33
Tanetze de Zaragoza,541,20,25.73,11.85
Tangamandapio,84,16,27.6,13.35
Tangancícuaro,85,16,26.86,12.08
Tanhuato,86,16,30.91,13.1
Taniche,542,20,28.71,13.21
Tanlajás,41,24,29.07,20.78
Tanquián de Escobedo,42,24,29.29,20.99
Tantima,154,30,26.71,20.88
Tantoyuca,155,30,28.51,20.85
Tapachula,89,7,30.37,20.78
Tapalapa,90,7,26.44,15.87
Tapalpa,86,14,21.6,10.4
Tapilula,91,7,25.7,14.4
Tarandacuao,38,11,23.29,9.09
Taretan,87,16,23.69,14.88
Tarimoro,39,11,26.88,11.04
Tarímbaro,88,16,22.57,11.07
Tasquillo,58,13,25.97,12.58
Tatahuicapan de Juárez,209,30,28.54,22.98
Tataltepec de Valdés,543,20,30.17,18.56
Tatatila,156,30,21.58,11.36
Taxco de Alarcón,55,12,22.69,14.65
Teabo,75,31,34.0,18.74
Teapa,16,27,29.43,20.71
Tecali de Herrera,153,21,24.1,14.01
Tecalitlán,87,14,28.0,17.01
Tecamachalco,154,21,24.87,12.93
Tecate,3,2,23.87,11.35
Techaluta de Montenegro,89,14,25.64,11.26
Tecoanapa,56,12,31.66,20.4
Tecoh,76,31,34.3,19.42
Tecolotlán,88,14,25.82,13.32
Tecolutla,158,30,26.95,20.58
Tecomatlán,155,21,31.49,19.15
Tecomán,9,6,31.62,21.83
Tecozautla,59,13,26.75,13.16
Tecpatán,92,7,29.01,21.89
Tecuala,16,18,29.55,18.84
Tecámac,81,15,26.4,12.42
Tehuacán,156,21,27.46,13.39
Tehuipango,159,30,25.49,13.92
Tehuitzingo,157,21,30.89,18.79
Tejupilco,82,15,21.08,13.5
Tekal de Venegas,77,31,34.81,20.17
Tekantó,78,31,34.46,19.83
Tekax,79,31,33.36,18.41
Tekit,80,31,34.1,19.15
Tekom,81,31,35.94,20.05
Telchac Pueblo,82,31,33.0,19.91
Telchac Puerto,83,31,32.14,20.98
Teloloapan,58,12,23.88,16.31
Temamatla,83,15,16.84,8.22
Temascalapa,84,15,25.02,11.28
Temascalcingo,85,15,20.43,8.31
Temascaltepec,86,15,12.79,7.02
Temax,84,31,34.05,20.37
Temixco,18,17,23.59,13.8
Temoac,33,17,25.27,14.61
Temoaya,87,15,18.9,7.61
Temozón,85,31,35.51,20.75
Tempoal,161,30,28.94,21.04
Temósachic,63,8,19.86,2.64
Tenabo,8,4,33.43,19.24
Tenamaxtlán,90,14,25.52,13.43
Tenampa,162,30,27.38,16.99
Tenampulco,158,21,25.19,17.44
Tenancingo,27,29,21.034999999999997,11.84
Tenango de Doria,60,13,23.58,13.4
Tenango del Aire,89,15,17.64,8.96
Tenango del Valle,90,15,17.18,9.3
Tenejapa,93,7,24.15,11.2
Tenochtitlán,163,30,23.38,14.08
Tenosique,17,27,31.89,22.05
Teocaltiche,91,14,28.69,9.71
Teocelo,164,30,25.57,15.29
Teococuilco de Marcos Pérez,544,20,26.15,9.77
Teocuitatlán de Corona,92,14,27.05,14.15
Teolocholco,28,29,20.98,10.45
Teoloyucan,91,15,25.19,10.91
Teopantlán,159,21,26.55,16.73
Teopisca,94,7,25.61,15.0
Teotihuacán,92,15,24.3,12.35
Teotitlán de Flores Magón,545,20,28.76,13.7
Teotitlán del Valle,546,20,26.27,11.16
Teotlalco,160,21,29.32,17.17
Teotongo,547,20,27.3,11.43
Tepache,63,26,27.1,9.28
Tepakán,86,31,34.11,20.06
Tepalcatepec,89,16,32.98,20.58
Tepalcingo,19,17,28.65,16.71
Tepanco de López,161,21,26.88,13.41
Tepango de Rodríguez,162,21,22.13,12.3
Tepatitlán de Morelos,93,14,26.98,12.02
Tepatlaxco,165,30,28.39,18.16
Tepatlaxco de Hidalgo,163,21,18.95,9.53
Tepeaca,164,21,22.74,11.88
Tepeapulco,61,13,22.76,8.85
Tepechitlán,45,32,25.55,9.54
Tepecoacuilco de Trujano,59,12,29.97,18.07
Tepehuacán de Guerrero,62,13,25.09,17.37
Tepehuanes,35,10,21.73,2.77
Tepeji del Río de Ocampo,63,13,23.67,9.33
