nmun,idmun,ides,tmax,tmin
Indaparapeo,40,16,21.51,10.71
Indé,11,10,24.18,8.46
Irapuato,17,11,30.32,13.15
Irimbo,41,16,19.89,7.89
Isidro Fabela,38,15,21.13,8.64
Isla,77,30,28.97,21.34
Isla Mujeres,3,23,31.78,23.05
Iturbide,30,19,23.27,11.08
Ixcamilpa de Guerrero,81,21,31.21,17.01
Ixcaquixtla,82,21,28.01,14.34
Ixcateopan de Cuauhtémoc,37,12,22.91,14.91
Ixcatepec,78,30,26.73,19.33
Ixhuacán de los Reyes,79,30,21.54,12.04
Ixhuatlancillo,81,30,22.26,13.4
Ixhuatlán de Madero,83,30,23.48,18.62
Ixhuatlán del Café,80,30,26.17,16.78
Ixhuatlán del Sureste,82,30,29.32,21.15
Ixhuatán,42,7,26.3,15.84
Ixil,39,31,32.85,20.61
Ixmatlahuacan,84,30,29.59,21.92
Ixmiquilpan,30,13,25.93,11.78
Ixpantepec Nieves,65,20,27.61,13.89
Ixtacamaxtitlán,83,21,23.83,8.72
Ixtacomitán,43,7,27.73,19.6
Ixtacuixtla de Mariano Matamoros,15,29,22.82,9.2
Ixtaczoquitlán,85,30,25.54,16.28
Ixtapa,44,7,22.98,14.1
Ixtapaluca,39,15,19.8,8.32
Ixtapan de la Sal,40,15,16.53,9.27
Ixtapan del Oro,41,15,19.03,10.05
Ixtapangajoya,45,7,28.63,20.67
Ixtenco,16,29,22.7,9.49
Ixtepec,84,21,19.94,12.78
Ixtlahuaca,42,15,21.43,7.17
Ixtlahuacán,6,6,28.67,18.45
Ixtlahuacán de los Membrillos,44,14,27.44,15.58
Ixtlahuacán del Río,45,14,28.7,12.62
Ixtlán,42,16,30.86,14.41
Ixtlán de Juárez,42,20,26.13,13.98
Ixtlán del Río,6,18,30.95,14.41
Izamal,40,31,34.67,19.4
Iztacalco,6,9,26.61,13.71
Iztapalapa,7,9,26.07,13.09
Izúcar de Matamoros,85,21,30.48,17.33
Jacala de Ledezma,31,13,24.0,12.93
Jacona,43,16,29.3,13.71
Jala,7,18,30.58,14.1
Jalacingo,86,30,18.88,10.29
Jalapa,9,27,30.04,22.29
Jalcomulco,88,30,26.56,17.45
Jalostotitlán,46,14,29.0,11.6
Jalpa,19,32,30.0,9.78
Jalpa de Méndez,10,27,29.77,22.81
Jalpan,86,21,21.92,17.22
Jalpan de Serra,9,22,25.38,12.84
Jaltenco,44,15,26.84,12.45
Jaltocán,32,13,24.48,18.01
Jamapa,90,30,29.72,22.0
Jamay,47,14,28.37,16.17
Janos,35,8,20.69,7.15
Jantetelco,10,17,27.66,15.28
Jaral del Progreso,18,11,29.39,12.5
Jaumave,17,28,24.05,11.92
Jerez,20,32,22.6,5.36
Jerécuaro,19,11,24.59,9.99
Jesús Carranza,91,30,29.67,21.74
Jesús María,5,1,28.310000000000002,10.925
Jilotepec,93,30,23.5,11.989999999999998
Jilotlán de los Dolores,49,14,33.09,20.18
Jilotzingo,46,15,19.74,7.18
Jiménez,18,28,25.615000000000002,14.1375
Jiménez del Teul,21,32,20.63,2.96
Jiquilpan,45,16,28.64,14.59
Jiquipilas,46,7,31.69,21.68
Jiquipilco,47,15,17.72,5.46
Jitotol,47,7,25.33,13.35
Jiutepec,11,17,27.3,15.67
Jocotepec,50,14,28.16,13.83
Jocotitlán,48,15,21.53,7.51
Jojutla,12,17,28.84,16.09
Jolalpan,87,21,30.78,17.23
Jonacatepec de Leandro Valle,13,17,27.61,15.23
Jonotla,88,21,20.04,13.24
Jonuta,11,27,31.99,23.25
Jopala,89,21,21.35,15.5
Joquicingo,49,15,19.04,9.8
José Azueta,169,30,29.2,21.45
José Joaquín de Herrera,79,12,24.78,14.81
José María Morelos,6,23,34.14,20.52
José Sixto Verduzco,113,16,29.42,13.67
Juan Aldama,22,32,24.95,5.77
Juan C. Bonilla,90,21,20.92,10.5
Juan Galindo,91,21,21.49,12.55
Juan N. Méndez,92,21,26.81,13.4
Juan R. Escudero,39,12,26.26,19.54
Juan Rodríguez Clara,94,30,28.77,21.23
Juanacatlán,51,14,28.47,14.52
Juchipila,23,32,29.07,11.96
Juchique de Ferrer,95,30,25.38,17.74
Juchitepec,50,15,19.45,9.71
Juchitlán,52,14,25.77,13.54
Juchitán,80,12,31.33,22.54
Julimes,38,8,22.16,11.71
Jungapeo,47,16,20.48,11.14
Juárez,48,7,25.624000000000002,15.202000000000002
Juárez Hidalgo,33,13,21.47,11.78
Jáltipan,89,30,29.49,21.56
Kanasín,41,31,34.6,19.96
Kantunil,42,31,34.65,19.51
Kaua,43,31,35.75,19.36
Kinchil,44,31,33.69,20.76
Kopomá,45,31,34.18,20.37
La Antigua,16,30,28.44,21.72
La Barca,18,14,29.87,14.35
La Colorada,21,26,28.79,12.26
La Compañía,17,20,27.95,13.12
La Concordia,20,7,26.82,17.02
La Cruz,16,8,24.16,9.49
La Grandeza,36,7,23.53,12.59
La Huacana,35,16,32.59,21.82
La Huerta,43,14,30.1,20.98
La Independencia,41,7,24.32,16.08
La Libertad,50,7,30.16,23.98
La Magdalena Contreras,8,9,21.82,7.38
La Magdalena Tlaltelulco,48,29,26.0,11.49
La Magdalena Tlatlauquitepec,95,21,27.68,15.96
La Manzanilla de la Paz,57,14,27.23,13.89
La Misión,40,13,22.78,13.22
La Paz,70,15,26.08,15.105
La Pe,69,20,28.23,13.15
La Perla,127,30,20.63,11.79
La Piedad,69,16,30.41,13.87
La Reforma,76,20,29.21,17.89
La Trinidad Vista Hermosa,556,20,27.2,12.0
La Trinitaria,99,7,25.51,16.85
La Unión de Isidoro Montes de Oca,68,12,31.25,23.41
La Yesca,19,18,29.05,12.45
Lafragua,93,21,20.76,9.88
Lagos de Moreno,53,14,27.25,10.78
Lagunillas,19,24,23.255000000000003,12.445
Lamadrid,16,5,23.94,11.9
Lampazos de Naranjo,32,19,26.37,16.04
Landa de Matamoros,10,22,25.01,12.79
Landero y Coss,96,30,22.53,14.01
Larráinzar,49,7,24.38,12.22
Las Choapas,61,30,29.96,22.4
Las Margaritas,52,7,25.68,16.44
Las Minas,107,30,19.62,10.48
Las Rosas,75,7,27.13,17.57
Las Vigas de Ramírez,132,30,20.16,10.87
Leonardo Bravo,40,12,24.83,17.06
Lerdo,12,10,26.65,8.14
Lerdo de Tejada,97,30,26.91,23.09
Lerma,51,15,20.37,8.22
León,20,11,28.27,11.99
Libres,94,21,24.79,9.64
Linares,33,19,26.89,14.27
Llera,19,28,27.4,17.81
Lolotla,34,13,21.97,13.65
Loma Bonita,44,20,29.53,21.27
Loreto,9,3,28.975,13.615
Los Aldamas,3,19,27.95,19.33
Los Cabos,8,3,27.37,16.53
Los Herreras,27,19,27.64,18.67
Los Ramones,42,19,27.59,16.87
Los Reyes,137,30,25.765,14.645
Los Reyes de Juárez,118,21,24.03,12.33
Luis Moya,25,32,26.7,9.28
Luvianos,123,15,24.24,15.15
Lázaro Cárdenas,47,29,29.26,17.456666666666667
López,39,8,23.7,12.6
Macuspana,12,27,30.71,22.57
Madera,40,8,19.51,2.14
Madero,49,16,22.25,13.95
Magdalena,98,30,27.16,13.87
Magdalena Apasco,45,20,27.04,11.38
Magdalena Jaltepec,46,20,26.72,12.89
Magdalena Mixtepec,48,20,26.7,11.91
Magdalena Ocotlán,49,20,28.3,13.33
Magdalena Peñasco,50,20,25.82,10.8
Magdalena Teitipac,51,20,27.02,12.77
Magdalena Tequisistlán,52,20,32.15,18.47
Magdalena Tlacotepec,53,20,34.54,21.3
Magdalena Yodocono de Porfirio Díaz,562,20,25.96,11.99
Magdalena Zahuatlán,54,20,25.86,12.59
Maguarichi,41,8,21.82,8.03
Mainero,20,28,26.38,13.65
Malinalco,52,15,18.79,10.37
Malinaltepec,41,12,25.81,16.59
Maltrata,99,30,21.99,12.62
Mama,46,31,34.29,19.93
Manlio Fabio Altamirano,100,30,29.75,21.47
Manuel Benavides,42,8,21.77,10.56
Manuel Doblado,8,11,29.0,13.04
Manzanillo,7,6,30.13,20.49
Maní,47,31,34.26,19.86
Mapastepec,51,7,29.55,19.59
Mapimí,13,10,26.25,9.02
Maravatío,50,16,21.4,8.32
Maravilla Tenejapa,115,7,30.48,18.66
Marcos Castellanos,51,16,27.27,14.12
Mariano Escobedo,101,30,22.41,13.56
Mariscala de Juárez,55,20,30.62,16.02
Marquelia,77,12,30.78,22.6
Marqués de Comillas,116,7,34.19,20.55
Martínez de la Torre,102,30,24.3,17.39
Marín,34,19,26.55,14.74
Mascota,58,14,26.64,14.93
Matachí,43,8,20.99,1.91
Matamoros,22,28,25.320000000000004,12.783333333333331
Matehuala,20,24,26.78,11.53
Matlapa,57,24,24.58,15.98
Matías Romero Avendaño,57,20,29.79,21.43
Maxcanú,48,31,33.93,20.67
Mayapán,49,31,34.61,19.81
Mazamitla,59,14,27.64,14.64
Mazapa de Madero,53,7,23.26,11.96
Mazapil,26,32,25.58,9.44
Mazapiltepec de Juárez,96,21,23.6,10.9
Mazatecochco de José María Morelos,17,29,23.83,11.43
Mazatepec,14,17,26.03,15.03
Mazatlán,12,25,28.98,17.06
Mazatlán Villa de Flores,58,20,27.88,15.06
Mazatán,54,7,29.755,17.785
Mecatlán,103,30,21.09,16.06
Mecayapan,104,30,27.85,21.52
Medellín de Bravo,105,30,29.0,22.45
Melchor Ocampo,53,15,26.733333333333334,13.623333333333335
Meoqui,45,8,24.27,11.09
Mesones Hidalgo,37,20,28.7,17.39
Metapa,55,7,32.17,20.91
Metepec,54,15,21.175,8.36
Metlatónoc,43,12,25.93,16.36
Metztitlán,37,13,21.41,10.13
Mexicali,2,2,30.57,18.43
Mexicaltzingo,55,15,17.59,5.94
Mexquitic de Carmona,21,24,27.79,9.13
Mexticacán,60,14,28.8,11.44
Mezcalapa,124,7,29.12,22.82
Mezquital,14,10,22.89,5.41
Mezquital del Oro,28,32,29.32,12.85
Mezquitic,61,14,25.96,7.53
Miacatlán,15,17,24.68,13.92
Miahuatlán,106,30,22.84,14.2
Miahuatlán de Porfirio Díaz,59,20,27.04,12.64
Mier,24,28,28.03,17.43
Mier y Noriega,36,19,25.18,11.37
Miguel Alemán,25,28,28.26,17.77
Miguel Auza,29,32,24.06,4.95
Miguel Hidalgo,16,9,24.84,10.97
Milpa Alta,9,9,24.43,12.15
Mina,37,19,25.21,14.21
Minatitlán,108,30,28.515,18.75
Mineral de la Reforma,51,13,26.09,10.12
Mineral del Chico,38,13,20.86,9.0
Mineral del Monte,39,13,24.03,9.27
Miquihuana,26,28,22.57,8.97
Misantla,109,30,23.87,16.42
Mitontic,56,7,23.96,11.11
Mixistlán de la Reforma,60,20,25.21,12.89
Mixquiahuala de Juárez,41,13,26.27,10.95
Mixtla,97,21,24.58,13.48
Mixtla de Altamirano,110,30,25.82,15.73
Mixtlán,62,14,27.69,12.89
Mochitlán,44,12,27.61,18.25
Mocochá,51,31,33.7,20.06
Mocorito,13,25,31.5,16.89
Moctezuma,22,24,26.385,9.59
Molango de Escamilla,42,13,21.43,12.3
Molcaxac,98,21,26.71,14.31
Moloacán,111,30,29.51,21.2
Momax,30,32,26.46,7.52
Monclova,18,5,25.2,14.28
Monjas,61,20,27.17,12.64
Monte Escobedo,31,32,24.58,5.38
Montecristo de Guerrero,117,7,25.08,14.96
Montemorelos,38,19,26.29,13.01
Monterrey,39,19,26.04,12.2
Morelia,53,16,21.62,11.07
Morelos,32,32,24.734,10.412
Moris,47,8,23.01,5.9
Moroleón,21,11,27.35,12.17
Motozintla,57,7,26.1,14.95
Motul,52,31,34.08,19.65
Moyahua de Estrada,33,32,28.92,12.74
Mulegé,2,3,26.11,15.16
Muna,53,31,34.12,20.11
Muxupip,54,31,34.93,19.76
Muñoz de Domingo Arenas,11,29,25.36,9.78
Mártir de Cuilapan,42,12,28.2,16.97
Mártires de Tacubaya,56,20,31.1,20.93
Méndez,23,28,28.31,18.99
Mérida,50,31,33.79,20.32
Múgica,55,16,35.08,23.13
Múzquiz,20,5,21.56,11.13
Nacajuca,13,27,30.29,22.7
Naco,39,26,21.88,8.39
Nacozari de García,41,26,20.52,10.03
Nadadores,21,5,23.92,12.93
Nahuatzen,56,16,22.56,11.18
Namiquipa,48,8,19.44,2.08
Nanacamilpa de Mariano Arista,21,29,21.44,7.9
Nanchital de Lázaro Cárdenas del Río,206,30,29.14,21.14
Naolinco,112,30,23.25,14.57
Naranjal,113,30,27.05,17.83
Naranjos Amatlán,13,30,26.22,19.66
Natividad,62,20,24.65,10.73
Natívitas,23,29,22.53,9.86
Naucalpan de Juárez,57,15,23.59,9.84
Naupan,100,21,22.09,12.55
Nautla,114,30,25.22,18.85
Nauzontla,101,21,19.53,11.13
Nava,22,5,27.22,13.75
Navojoa,42,26,30.58,16.0
Navolato,18,25,29.13,19.06
Nazareno Etla,63,20,27.04,11.62
Nazas,15,10,26.97,8.29
Nealtican,102,21,17.33,8.24
Nejapa de Madero,64,20,30.4,16.08
Nextlalpan,59,15,27.33,12.9
Nezahualcóyotl,58,15,27.31,14.46
Nicolás Bravo,103,21,24.77,12.58
Nicolás Flores,43,13,24.46,11.78
Nicolás Romero,60,15,21.16,7.92
Nicolás Ruíz,58,7,27.97,18.65
Nochistlán de Mejía,34,32,28.83,10.58
Nocupétaro,57,16,28.05,17.53
Nogales,43,26,21.75,12.0
Nombre de Dios,16,10,25.97,5.25
Nonoava,49,8,21.69,5.57
Nopala de Villagrán,44,13,24.94,11.51
Nopaltepec,61,15,25.72,11.23
Nopalucan,104,21,23.62,10.51
Noria de Ángeles,35,32,26.39,9.29
Nuevo Casas Grandes,50,8,20.81,6.86
Nuevo Ideal,39,10,25.75,5.27
Nuevo Laredo,27,28,27.99,15.72
Nuevo Morelos,28,28,27.29,18.81
Nuevo Parangaricutiro,58,16,24.59,14.31
Nuevo Urecho,59,16,26.76,18.06
Nuevo Zoquiápam,504,20,25.74,10.67
Numarán,60,16,30.04,13.86
Nácori Chico,40,26,22.19,5.68
Oaxaca de Juárez,67,20,26.78,11.91
Ocampo,29,28,22.545,9.15
Ocosingo,59,7,30.14,19.74
Ocotepec,60,7,25.509999999999998,13.32
Ocotlán,63,14,28.51,15.2
Ocotlán de Morelos,68,20,28.25,13.27
Ocoyoacac,62,15,20.3,6.29
Ocoyucan,106,21,24.01,13.55
Ocozocoautla de Espinosa,61,7,25.49,18.94
Ocuilan,63,15,17.89,8.35
Ocuituco,16,17,20.69,11.0
Ojinaga,52,8,22.45,9.55
Ojocaliente,36,32,26.03,9.2
Ojuelos de Jalisco,64,14,25.72,9.8
Olinalá,45,12,30.0,16.33
Olintla,107,21,20.48,14.26
Oluta,116,30,29.01,21.5
Omealca,117,30,30.17,20.82
Ometepec,46,12,30.97,20.79
Omitlán de Juárez,45,13,19.92,8.49
Onavas,44,26,28.43,9.51
Opichén,55,31,34.17,20.24
Opodepe,45,26,25.63,11.51
Oquitoa,46,26,27.56,13.19
Oriental,108,21,23.89,10.54
Orizaba,118,30,24.15,15.07
Ostuacán,62,7,28.67,22.22
Osumacinta,63,7,25.53,16.09
Otatitlán,119,30,29.88,21.58
Oteapan,120,30,29.28,21.32
Othón P. Blanco,4,23,32.25,21.37
Otumba,65,15,24.75,11.78
Otzoloapan,66,15,22.12,12.92
Otzolotepec,67,15,20.26,7.67
Otáez,19,10,23.2,5.02
Oxchuc,64,7,25.08,13.51
Oxkutzcab,56,31,33.81,19.93
Ozuluama de Mascareñas,121,30,26.52,19.73
Ozumba,68,15,17.74,9.95
Pabellón de Arteaga,6,1,27.47,9.07
Pachuca de Soto,48,13,25.1,9.95
Pacula,47,13,25.45,13.13
Padilla,30,28,29.29,17.92
Pahuatlán,109,21,22.3,12.02
Pajacuarán,62,16,30.25,14.77
Pajapan,122,30,28.51,21.83
Palenque,65,7,30.25,22.43
Palizada,7,4,32.45,23.15
Palmar de Bravo,110,21,23.21,12.12
Palmillas,31,28,24.04,11.45
Panabá,57,31,33.18,19.53
Panindícuaro,63,16,26.66,13.46
Panotla,24,29,25.43,11.05
Pantelhó,66,7,27.78,14.42
Pantepec,67,7,24.315,16.945
Papalotla,69,15,25.71,13.9
Papalotla de Xicohténcatl,41,29,25.03,12.12
Papantla,124,30,23.08,18.36
Paracho,65,16,23.34,11.15
Paraíso,14,27,29.07,23.88
Parras,24,5,25.86,10.1
Parácuaro,64,16,34.1,22.57
Parás,40,19,27.81,18.27
Paso de Ovejas,126,30,29.68,20.93
Paso del Macho,125,30,29.96,20.86
Pedro Ascencio Alquisiras,47,12,21.69,14.42
Pedro Escobedo,12,22,25.93,11.7
Penjamillo,67,16,28.51,13.9
Peribán,68,16,27.89,17.2
Perote,128,30,20.78,9.73
Pesquería,41,19,27.73,15.05
Petatlán,48,12,31.12,20.88
Petlalcingo,112,21,30.5,15.99
Peto,58,31,35.06,19.94
Peñamiller,13,22,24.89,10.87
Peñón Blanco,21,10,26.09,6.47
Piaxtla,113,21,31.98,18.16
Pichucalco,68,7,28.74,22.19
Piedras Negras,25,5,27.02,13.52
Pihuamo,65,14,29.22,17.71
Pijijiapan,69,7,30.76,20.99
Pilcaya,49,12,21.88,13.1
Pinal de Amoles,2,22,25.13,13.43
Pinos,38,32,25.91,8.96
Pinotepa de Don Luis,70,20,31.04,20.01
Pisaflores,49,13,22.2,13.69
Pitiquito,47,26,27.24,13.18
Platón Sánchez,129,30,26.83,19.48
Playa Vicente,130,30,29.1,20.98
Playas de Rosarito,5,2,22.95,17.32
Pluma Hidalgo,71,20,29.67,17.86
Poanas,22,10,25.18,4.94
Polotitlán,71,15,24.72,11.28
Poncitlán,66,14,27.37,16.74
Poza Rica de Hidalgo,131,30,22.7,18.31
Praxedis G. Guerrero,53,8,22.43,10.23
Progreso,59,31,27.799999999999997,19.55
Progreso de Obregón,50,13,26.42,11.31
Puebla,114,21,24.31,13.48
Pueblo Nuevo,23,10,26.98,10.135
Pueblo Nuevo Solistahuacán,72,7,26.12,14.6
Pueblo Viejo,133,30,26.34,20.19
Puente Nacional,134,30,29.49,19.91
Puente de Ixtla,17,17,28.05,15.91
Puerto Morelos,11,23,32.14,19.91
Puerto Peñasco,48,26,29.83,15.61
Puerto Vallarta,67,14,27.93,19.07
Pungarabato,50,12,31.84,21.0
Puruándiro,71,16,27.05,12.91
Purépero,70,16,25.68,12.46
Purísima del Rincón,25,11,29.3,11.89
Putla Villa de Guerrero,73,20,26.88,15.41
Pánuco,123,30,26.735,13.96
Pánuco de Coronado,20,10,25.49,5.03
Pátzcuaro,66,16,20.9,11.21
Pénjamo,23,11,29.61,13.89
Quecholac,115,21,22.88,11.46
Quechultenango,51,12,26.95,17.09
Queréndaro,72,16,20.98,10.37
Querétaro,14,22,24.76,11.82
Quimixtlán,116,21,21.48,12.01
Quintana Roo,60,31,35.09,19.14
Quiriego,49,26,29.65,11.86
Quiroga,73,16,23.24,10.75
Quitupan,69,14,28.19,15.2
Rafael Delgado,135,30,25.42,16.01
Rafael Lara Grajales,117,21,24.38,10.51
Rafael Lucio,136,30,20.9,11.87
Ramos Arizpe,27,5,23.92,10.83
Rayones,43,19,21.88,9.59
Rayón,73,7,24.2925,12.6775
Reforma,74,7,31.14,23.89
Reforma de Pineda,75,20,35.93,24.49
Reyes Etla,77,20,27.04,11.62
Reynosa,32,28,28.35,17.29
Rincón Chamula San Pedro,121,7,25.89,14.57
Rincón de Romos,7,1,26.29,8.81
Rioverde,24,24,28.51,15.39
Riva Palacio,54,8,19.43,3.49
Rodeo,24,10,27.66,7.09
Rojas de Cuauhtémoc,78,20,26.82,12.25
Romita,26,11,30.69,13.0
Rosales,55,8,23.65,10.5
Rosamorada,10,18,30.64,17.41
Rosario,14,25,26.72666666666667,10.876666666666665
Ruíz,11,18,30.1,15.73
Río Blanco,138,30,23.29,14.26
Río Bravo,33,28,28.66,17.51
Río Grande,39,32,25.38,6.8
Río Lagartos,61,31,30.79,21.91
Sabanilla,76,7,28.01,16.65
Sabinas,28,5,25.52,14.72
Sabinas Hidalgo,44,19,26.24,14.63
Sacalum,62,31,34.19,20.04
Sacramento,29,5,22.43,14.14
Sahuaripa,52,26,24.62,6.58
Sahuayo,76,16,28.39,14.75
Sain Alto,40,32,24.12,6.52
Salamanca,27,11,29.47,12.66
Salina Cruz,79,20,33.9,24.26
Salinas,25,24,26.43,8.84
Salinas Victoria,45,19,26.04,14.22
Saltabarranca,139,30,27.09,22.09
Saltillo,30,5,23.54,8.57
Salto de Agua,77,7,30.17,20.71
Salvador Alvarado,15,25,32.34,17.93
Salvador Escalante,79,16,21.31,13.07
Salvatierra,28,11,27.75,11.63
Samahil,63,31,34.12,20.42
San Agustín Amatengo,80,20,27.89,13.14
San Agustín Atenango,81,20,28.31,13.86
San Agustín Chayuco,82,20,30.19,18.72
San Agustín Etla,84,20,26.67,11.29
San Agustín Loxicha,85,20,29.46,17.37
San Agustín Metzquititlán,36,13,20.37,9.93
San Agustín Tlacotepec,86,20,25.8,11.34
San Agustín Tlaxiaca,52,13,24.3,10.07
San Agustín Yatareni,87,20,26.47,11.63
San Agustín de las Juntas,83,20,27.08,12.3
San Andrés Cabecera Nueva,88,20,27.62,15.83
San Andrés Cholula,119,21,22.97,12.68
San Andrés Dinicuiti,89,20,28.43,12.92
San Andrés Duraznal,118,7,26.33,14.27
San Andrés Huaxpaltepec,90,20,31.57,20.26
San Andrés Huayápam,91,20,26.47,11.63
San Andrés Ixtlahuaca,92,20,26.76,11.8
San Andrés Lagunas,93,20,26.45,11.41
San Andrés Nuxiño,94,20,26.57,13.0
San Andrés Paxtlán,95,20,25.84,12.5
San Andrés Sinaxtla,96,20,25.31,11.95
San Andrés Solaga,97,20,24.83,12.46
San Andrés Tenejapan,140,30,24.83,15.21
San Andrés Teotilálpam,98,20,27.5,16.86
San Andrés Tepetlapa,99,20,29.89,15.54
San Andrés Tuxtla,141,30,26.71,21.17
San Andrés Yaá,100,20,25.16,13.24
San Andrés Zabache,101,20,27.81,13.12
San Andrés Zautla,102,20,26.79,12.01
San Antonino Castillo Velasco,103,20,28.18,13.32
San Antonino Monte Verde,105,20,27.95,12.26
San Antonino el Alto,104,20,25.83,11.56
San Antonio,26,24,26.18,17.77
San Antonio Acutla,106,20,27.2,12.0
San Antonio Cañada,120,21,26.41,12.56
San Antonio Huitepec,108,20,25.99,11.87
San Antonio Nanahuatípam,109,20,28.37,14.39
San Antonio Sinicahua,110,20,25.39,11.78
San Antonio Tepetlapa,111,20,29.82,19.91
San Antonio de la Cal,107,20,26.88,12.13
San Antonio la Isla,73,15,19.48,8.87
San Baltazar Chichicápam,112,20,27.9,13.42
San Baltazar Loxicha,113,20,29.94,17.4
San Baltazar Yatzachi el Bajo,114,20,24.98,12.39
San Bartolo Coyotepec,115,20,27.34,12.56
San Bartolo Soyaltepec,121,20,25.2,11.8
San Bartolo Tutotepec,53,13,21.82,14.19
San Bartolo Yautepec,122,20,29.66,15.57
San Bartolomé Ayautla,116,20,27.08,16.74
San Bartolomé Loxicha,117,20,30.11,18.75
San Bartolomé Quialana,118,20,26.92,12.71
San Bartolomé Yucuañe,119,20,26.19,11.62
San Bartolomé Zoogocho,120,20,24.5,11.8
San Bernardo,25,10,24.72,4.54
San Bernardo Mixtepec,123,20,26.96,12.28
San Blas,12,18,28.94,20.31
San Blas Atempa,124,20,34.03,23.51
San Buenaventura,31,5,21.98,10.75
San Carlos,34,28,26.6,16.44
San Carlos Yautepec,125,20,29.03,15.88
San Ciro de Acosta,27,24,25.41,13.66
San Cristóbal Amatlán,126,20,24.81,10.9
San Cristóbal Amoltepec,127,20,25.91,10.68
San Cristóbal Lachirioag,128,20,25.42,13.75
San Cristóbal Suchixtlahuaca,129,20,25.7,11.65
San Cristóbal de la Barranca,71,14,29.66,12.43
San Cristóbal de las Casas,78,7,25.03,14.28
San Damián Texóloc,49,29,25.19,11.03
San Diego de Alejandría,72,14,28.75,12.08
San Diego de la Unión,29,11,26.04,11.37
San Diego la Mesa Tochimiltzingo,121,21,27.38,15.79
San Dimas,26,10,22.42,5.28
San Dionisio Ocotepec,131,20,28.74,14.11
San Dionisio Ocotlán,132,20,28.14,13.39
San Dionisio del Mar,130,20,33.95,25.48
San Esteban Atatlahuca,133,20,24.34,12.7
San Felipe,65,31,28.925,15.81
San Felipe Jalapa de Díaz,134,20,28.43,19.48
San Felipe Orizatlán,46,13,25.35,18.32
San Felipe Tejalápam,135,20,26.84,11.93
San Felipe Teotlalcingo,122,21,18.0,6.0
San Felipe Tepatlán,123,21,20.46,13.05
San Felipe Usila,136,20,27.5,16.05
San Felipe de Jesús,53,26,24.99,9.85
San Felipe del Progreso,74,15,22.2,7.39
San Fernando,79,7,26.025,18.884999999999998
San Francisco Cahuacuá,137,20,25.9,13.34
San Francisco Cajonos,138,20,24.9,12.05
San Francisco Chapulapa,139,20,26.53,14.63
San Francisco Chindúa,140,20,25.91,12.31
San Francisco Huehuetlán,142,20,27.54,14.99
San Francisco Ixhuatán,143,20,35.65,24.98
San Francisco Jaltepetongo,144,20,26.32,12.61
San Francisco Lachigoló,145,20,26.7,12.09
San Francisco Logueche,146,20,25.31,11.26
San Francisco Nuxaño,147,20,26.15,12.01
San Francisco Ozolotepec,148,20,26.88,15.48
San Francisco Sola,149,20,27.71,13.24
San Francisco Telixtlahuaca,150,20,26.42,12.83
San Francisco Teopan,151,20,27.43,12.35
San Francisco Tetlanohcan,50,29,22.18,9.57
San Francisco Tlapancingo,152,20,27.85,14.59
San Francisco de Borja,57,8,21.77,7.0
San Francisco de Conchos,58,8,23.55,12.8
San Francisco de los Romo,11,1,27.67,9.12
San Francisco del Mar,141,20,34.45,25.81
San Francisco del Oro,59,8,21.61,7.77
San Francisco del Rincón,31,11,30.11,12.03
San Gabriel,113,14,21.03,9.28
San Gabriel Chilac,124,21,28.85,14.08
San Gabriel Mixtepec,153,20,30.12,18.4
San Gregorio Atzompa,125,21,21.41,11.71
San Ignacio,16,25,28.2,14.35
San Ignacio Cerro Gordo,125,14,26.65,11.86
San Ignacio Río Muerto,72,26,29.51,18.16
San Ildefonso Amatlán,154,20,25.05,11.25
San Ildefonso Sola,155,20,27.5,12.91
San Ildefonso Villa Alta,156,20,25.8,14.37
San Jacinto Amilpas,157,20,26.97,12.01
San Jacinto Tlacotepec,158,20,28.03,15.81
San Javier,54,26,28.48,9.29
San Jerónimo Coatlán,159,20,28.58,15.44
San Jerónimo Silacayoapilla,160,20,29.89,14.67
San Jerónimo Sosola,161,20,26.25,13.49
San Jerónimo Taviche,162,20,28.17,13.47
San Jerónimo Tecuanipan,126,21,19.54,10.42
San Jerónimo Tecóatl,163,20,27.82,15.03
San Jerónimo Tlacochahuaya,550,20,26.37,11.77
San Jerónimo Xayacatlán,127,21,30.87,16.38
San Jerónimo Zacualpan,51,29,26.0,11.8
San Joaquín,15,22,25.81,13.4
San Jorge Nuchita,164,20,29.71,15.29
San José Ayuquila,165,20,30.66,16.11
San José Chiapa,128,21,24.36,10.56
San José Chiltepec,166,20,29.88,20.61
San José Estancia Grande,168,20,31.08,22.49
San José Independencia,169,20,28.46,19.83
San José Iturbide,32,11,21.84,10.83
San José Lachiguiri,170,20,25.57,11.69
San José Miahuatlán,129,21,29.4,14.54
San José Teacalco,52,29,23.34,9.23
San José Tenango,171,20,27.9,18.38
San José de Gracia,8,1,24.23,7.24
San José del Peñasco,167,20,25.61,11.24
San José del Progreso,72,20,28.31,13.4
San José del Rincón,124,15,19.78,6.55
San Juan Achiutla,172,20,26.06,11.07
San Juan Atenco,130,21,22.22,10.22
San Juan Atepec,173,20,24.66,11.62
San Juan Atzompa,131,21,27.46,15.8
San Juan Bautista Atatlahuca,175,20,26.35,12.49
San Juan Bautista Coixtlahuaca,176,20,24.98,11.96
San Juan Bautista Cuicatlán,177,20,27.44,13.89
San Juan Bautista Guelache,178,20,27.1,11.0
