nmun,idmun,ides,tmax,tmin
Indaparapeo,40,16,21.4,10.87
Indé,11,10,24.28,8.24
Irapuato,17,11,30.9,12.94
Irimbo,41,16,19.76,8.21
Isidro Fabela,38,15,20.98,9.38
Isla,77,30,28.99,21.61
Isla Mujeres,3,23,31.64,22.98
Iturbide,30,19,23.24,11.21
Ixcamilpa de Guerrero,81,21,31.27,17.31
Ixcaquixtla,82,21,27.71,14.18
Ixcateopan de Cuauhtémoc,37,12,23.12,14.98
Ixcatepec,78,30,26.26,19.2
Ixhuacán de los Reyes,79,30,22.18,12.51
Ixhuatlancillo,81,30,22.26,12.91
Ixhuatlán de Madero,83,30,23.52,18.56
Ixhuatlán del Café,80,30,27.62,16.41
Ixhuatlán del Sureste,82,30,29.74,21.21
Ixhuatán,42,7,26.17,15.84
Ixil,39,31,32.43,20.2
Ixmatlahuacan,84,30,29.38,22.24
Ixmiquilpan,30,13,26.17,11.07
Ixpantepec Nieves,65,20,27.01,13.49
Ixtacamaxtitlán,83,21,23.71,8.94
Ixtacomitán,43,7,27.34,19.51
Ixtacuixtla de Mariano Matamoros,15,29,22.54,9.27
Ixtaczoquitlán,85,30,26.94,15.69
Ixtapa,44,7,23.31,14.16
Ixtapaluca,39,15,19.49,8.57
Ixtapan de la Sal,40,15,16.63,9.56
Ixtapan del Oro,41,15,19.42,10.79
Ixtapangajoya,45,7,28.39,20.64
Ixtenco,16,29,22.17,9.81
Ixtepec,84,21,20.5,12.39
Ixtlahuaca,42,15,21.0,7.73
Ixtlahuacán,6,6,28.84,18.37
Ixtlahuacán de los Membrillos,44,14,27.58,15.6
Ixtlahuacán del Río,45,14,28.91,12.54
Ixtlán,42,16,30.53,14.21
Ixtlán de Juárez,42,20,26.38,13.69
Ixtlán del Río,6,18,30.86,14.51
Izamal,40,31,35.08,18.98
Iztacalco,6,9,26.23,15.01
Iztapalapa,7,9,25.57,14.24
Izúcar de Matamoros,85,21,30.32,17.61
Jacala de Ledezma,31,13,24.48,13.28
Jacona,43,16,28.51,13.58
Jala,7,18,30.58,14.37
Jalacingo,86,30,18.84,10.74
Jalapa,9,27,30.42,22.43
Jalcomulco,88,30,27.65,17.43
Jalostotitlán,46,14,28.96,11.71
Jalpa,19,32,30.13,10.33
Jalpa de Méndez,10,27,30.01,22.58
Jalpan,86,21,22.37,17.43
Jalpan de Serra,9,22,26.34,12.91
Jaltenco,44,15,26.11,12.92
Jaltocán,32,13,24.94,17.9
Jamapa,90,30,30.48,21.54
Jamay,47,14,28.24,16.13
Janos,35,8,20.76,7.38
Jantetelco,10,17,27.73,15.8
Jaral del Progreso,18,11,29.8,12.49
Jaumave,17,28,24.2,12.24
Jerez,20,32,23.05,5.71
Jerécuaro,19,11,24.65,10.08
Jesús Carranza,91,30,29.85,22.11
Jesús María,5,1,28.225,11.19
Jilotepec,93,30,23.869999999999997,12.004999999999999
Jilotlán de los Dolores,49,14,33.45,20.09
Jilotzingo,46,15,19.24,8.02
Jiménez,18,28,26.0075,14.175
Jiménez del Teul,21,32,20.32,3.2
Jiquilpan,45,16,28.41,14.44
Jiquipilas,46,7,30.93,21.71
Jiquipilco,47,15,17.52,5.9
Jitotol,47,7,25.41,13.73
Jiutepec,11,17,27.83,16.21
Jocotepec,50,14,28.19,13.84
Jocotitlán,48,15,21.02,7.94
Jojutla,12,17,29.12,16.89
Jolalpan,87,21,31.0,17.61
Jonacatepec de Leandro Valle,13,17,27.82,15.82
Jonotla,88,21,20.63,12.6
Jonuta,11,27,32.26,23.17
Jopala,89,21,21.36,15.49
Joquicingo,49,15,19.62,10.48
José Azueta,169,30,29.09,21.78
José Joaquín de Herrera,79,12,25.26,14.9
José María Morelos,6,23,34.72,19.92
José Sixto Verduzco,113,16,29.67,13.71
Juan Aldama,22,32,25.01,6.12
Juan C. Bonilla,90,21,20.47,10.59
Juan Galindo,91,21,21.25,12.71
Juan N. Méndez,92,21,26.61,13.48
Juan R. Escudero,39,12,26.32,19.97
Juan Rodríguez Clara,94,30,28.87,21.45
Juanacatlán,51,14,28.63,14.43
Juchipila,23,32,29.12,12.2
Juchique de Ferrer,95,30,25.96,17.67
Juchitepec,50,15,19.66,10.26
Juchitlán,52,14,25.32,13.73
Juchitán,80,12,31.66,22.74
Julimes,38,8,22.31,12.64
Jungapeo,47,16,20.93,11.66
Juárez,48,7,25.688,15.524000000000001
Juárez Hidalgo,33,13,21.43,12.18
Jáltipan,89,30,29.78,21.59
Kanasín,41,31,34.74,19.58
Kantunil,42,31,34.79,19.01
Kaua,43,31,35.91,18.77
Kinchil,44,31,33.82,20.4
Kopomá,45,31,34.52,20.08
La Antigua,16,30,28.94,21.37
La Barca,18,14,29.91,14.17
La Colorada,21,26,29.5,12.59
La Compañía,17,20,27.95,12.91
La Concordia,20,7,26.69,16.94
La Cruz,16,8,24.77,9.74
La Grandeza,36,7,23.44,12.48
La Huacana,35,16,33.52,22.42
La Huerta,43,14,30.09,21.09
La Independencia,41,7,24.38,15.77
La Libertad,50,7,30.5,23.95
La Magdalena Contreras,8,9,21.86,8.59
La Magdalena Tlaltelulco,48,29,25.16,11.66
La Magdalena Tlatlauquitepec,95,21,27.65,16.19
La Manzanilla de la Paz,57,14,27.7,13.83
La Misión,40,13,23.61,13.82
La Paz,70,15,25.765,15.68
La Pe,69,20,28.09,13.03
La Perla,127,30,20.26,11.72
La Piedad,69,16,30.22,13.85
La Reforma,76,20,30.21,17.94
La Trinidad Vista Hermosa,556,20,26.9,11.5
La Trinitaria,99,7,25.78,16.6
La Unión de Isidoro Montes de Oca,68,12,31.38,23.48
La Yesca,19,18,29.0,12.79
Lafragua,93,21,20.48,10.51
Lagos de Moreno,53,14,27.27,10.89
Lagunillas,19,24,23.98,12.645
Lamadrid,16,5,24.77,11.65
Lampazos de Naranjo,32,19,26.97,16.4
Landa de Matamoros,10,22,26.09,12.93
Landero y Coss,96,30,23.1,13.91
Larráinzar,49,7,24.48,12.72
Las Choapas,61,30,30.03,22.37
Las Margaritas,52,7,25.7,16.27
Las Minas,107,30,19.43,10.79
Las Rosas,75,7,27.12,17.73
Las Vigas de Ramírez,132,30,19.95,11.04
Leonardo Bravo,40,12,25.35,17.01
Lerdo,12,10,26.52,8.34
Lerdo de Tejada,97,30,27.01,22.71
Lerma,51,15,20.37,9.01
León,20,11,28.52,11.72
Libres,94,21,24.37,10.13
Linares,33,19,27.01,14.63
Llera,19,28,27.58,18.26
Lolotla,34,13,22.03,13.99
Loma Bonita,44,20,29.48,21.51
Loreto,9,3,29.2,13.875
Los Aldamas,3,19,28.39,19.71
Los Cabos,8,3,27.14,16.46
Los Herreras,27,19,28.01,19.06
Los Ramones,42,19,27.86,17.34
Los Reyes,137,30,26.0,14.355
Los Reyes de Juárez,118,21,23.44,12.82
Luis Moya,25,32,27.35,9.66
Luvianos,123,15,24.92,15.43
Lázaro Cárdenas,47,29,28.963333333333335,17.493333333333332
López,39,8,23.88,12.35
Macuspana,12,27,31.25,22.51
Madera,40,8,19.94,2.56
Madero,49,16,22.58,14.28
Magdalena,98,30,27.540000000000003,13.513333333333334
Magdalena Apasco,45,20,27.05,10.8
Magdalena Jaltepec,46,20,26.57,11.94
Magdalena Mixtepec,48,20,26.8,11.53
Magdalena Ocotlán,49,20,28.2,13.26
Magdalena Peñasco,50,20,25.64,10.13
Magdalena Teitipac,51,20,27.14,12.55
Magdalena Tequisistlán,52,20,31.66,18.49
Magdalena Tlacotepec,53,20,34.3,21.13
Magdalena Yodocono de Porfirio Díaz,562,20,25.71,10.56
Magdalena Zahuatlán,54,20,25.8,11.06
Maguarichi,41,8,22.53,8.41
Mainero,20,28,26.51,13.86
Malinalco,52,15,19.33,10.94
Malinaltepec,41,12,26.16,15.81
Maltrata,99,30,21.35,12.07
Mama,46,31,34.21,19.41
Manlio Fabio Altamirano,100,30,30.39,21.08
Manuel Benavides,42,8,21.7,11.42
Manuel Doblado,8,11,29.31,12.95
Manzanillo,7,6,30.07,20.56
Maní,47,31,34.06,19.41
Mapastepec,51,7,29.64,19.83
Mapimí,13,10,26.18,8.64
Maravatío,50,16,20.96,8.58
Maravilla Tenejapa,115,7,30.37,19.12
Marcos Castellanos,51,16,27.59,14.16
Mariano Escobedo,101,30,22.53,13.18
Mariscala de Juárez,55,20,30.3,15.54
Marquelia,77,12,30.97,22.91
Marqués de Comillas,116,7,33.71,20.51
Martínez de la Torre,102,30,24.4,17.51
Marín,34,19,26.21,15.36
Mascota,58,14,26.42,15.08
Matachí,43,8,21.45,2.51
Matamoros,22,28,25.2,12.803333333333333
Matehuala,20,24,27.02,11.42
Matlapa,57,24,25.02,15.87
Matías Romero Avendaño,57,20,30.18,21.61
Maxcanú,48,31,34.02,20.38
Mayapán,49,31,34.31,19.19
Mazamitla,59,14,27.88,14.41
Mazapa de Madero,53,7,23.34,11.77
Mazapil,26,32,25.82,9.71
Mazapiltepec de Juárez,96,21,23.24,11.45
Mazatecochco de José María Morelos,17,29,22.9,11.7
Mazatepec,14,17,26.49,15.57
Mazatlán,12,25,29.1,17.11
Mazatlán Villa de Flores,58,20,27.83,14.61
Mazatán,54,7,30.155,18.035
Mecatlán,103,30,21.52,15.97
Mecayapan,104,30,28.26,21.44
Medellín de Bravo,105,30,29.5,21.88
Melchor Ocampo,53,15,26.64,14.046666666666667
Meoqui,45,8,24.92,11.26
Mesones Hidalgo,37,20,29.34,17.29
Metapa,55,7,32.34,20.83
Metepec,54,15,21.064999999999998,8.495000000000001
Metlatónoc,43,12,26.2,15.9
Metztitlán,37,13,21.45,10.13
Mexicali,2,2,30.12,18.7
Mexicaltzingo,55,15,17.94,6.25
Mexquitic de Carmona,21,24,28.26,9.32
Mexticacán,60,14,28.84,11.63
Mezcalapa,124,7,28.71,22.37
Mezquital,14,10,22.74,5.46
Mezquital del Oro,28,32,29.35,13.04
Mezquitic,61,14,25.78,8.07
Miacatlán,15,17,25.19,14.47
Miahuatlán,106,30,23.44,14.12
Miahuatlán de Porfirio Díaz,59,20,27.08,12.56
Mier,24,28,28.42,17.44
Mier y Noriega,36,19,25.29,11.34
Miguel Alemán,25,28,28.69,17.89
Miguel Auza,29,32,24.38,5.31
Miguel Hidalgo,16,9,24.31,12.27
Milpa Alta,9,9,24.28,12.98
Mina,37,19,25.36,14.77
Minatitlán,108,30,28.55,18.775
Mineral de la Reforma,51,13,25.44,10.69
Mineral del Chico,38,13,20.91,9.13
Mineral del Monte,39,13,23.71,9.59
Miquihuana,26,28,22.59,9.18
Misantla,109,30,24.29,16.34
Mitontic,56,7,23.88,11.65
Mixistlán de la Reforma,60,20,25.4,12.99
Mixquiahuala de Juárez,41,13,26.51,10.69
Mixtla,97,21,24.41,13.93
Mixtla de Altamirano,110,30,26.2,15.47
Mixtlán,62,14,27.47,12.92
Mochitlán,44,12,27.92,19.07
Mocochá,51,31,33.36,19.69
Mocorito,13,25,31.4,16.65
Moctezuma,22,24,26.7,9.715
Molango de Escamilla,42,13,21.42,12.76
Molcaxac,98,21,26.71,14.56
Moloacán,111,30,29.73,21.35
Momax,30,32,26.26,8.26
Monclova,18,5,25.88,14.57
Monjas,61,20,27.26,12.52
Monte Escobedo,31,32,24.08,5.93
Montecristo de Guerrero,117,7,25.11,15.06
Montemorelos,38,19,26.29,13.61
Monterrey,39,19,25.7,12.99
Morelia,53,16,22.23,11.32
Morelos,32,32,25.038,10.442
Moris,47,8,23.68,6.14
Moroleón,21,11,27.95,12.26
Motozintla,57,7,26.39,14.82
Motul,52,31,33.88,19.35
Moyahua de Estrada,33,32,28.85,12.83
Mulegé,2,3,26.33,15.1
Muna,53,31,34.06,19.81
Muxupip,54,31,34.7,19.38
Muñoz de Domingo Arenas,11,29,25.0,9.75
Mártir de Cuilapan,42,12,28.4,17.1
Mártires de Tacubaya,56,20,32.38,21.05
Méndez,23,28,28.32,19.38
Mérida,50,31,33.92,19.92
Múgica,55,16,35.51,24.04
Múzquiz,20,5,22.11,10.73
Nacajuca,13,27,30.83,22.52
Naco,39,26,21.88,8.42
Nacozari de García,41,26,20.63,9.79
Nadadores,21,5,24.75,12.69
Nahuatzen,56,16,23.01,11.45
Namiquipa,48,8,19.74,2.54
Nanacamilpa de Mariano Arista,21,29,21.44,7.89
Nanchital de Lázaro Cárdenas del Río,206,30,29.63,21.11
Naolinco,112,30,23.84,14.52
Naranjal,113,30,28.28,17.18
Naranjos Amatlán,13,30,25.84,19.64
Natividad,62,20,24.5,10.06
Natívitas,23,29,22.22,9.94
Naucalpan de Juárez,57,15,23.02,11.09
Naupan,100,21,21.7,12.66
Nautla,114,30,25.44,19.09
Nauzontla,101,21,19.92,10.78
Nava,22,5,27.75,13.46
Navojoa,42,26,30.43,16.02
Navolato,18,25,29.03,18.79
Nazareno Etla,63,20,27.05,11.1
Nazas,15,10,27.1,8.57
Nealtican,102,21,17.37,8.37
Nejapa de Madero,64,20,30.05,16.48
Nextlalpan,59,15,26.52,13.46
Nezahualcóyotl,58,15,26.74,15.6
Nicolás Bravo,103,21,24.3,12.35
Nicolás Flores,43,13,24.68,11.55
Nicolás Romero,60,15,20.62,8.59
Nicolás Ruíz,58,7,27.91,18.85
Nochistlán de Mejía,34,32,28.78,10.93
Nocupétaro,57,16,28.48,17.69
Nogales,43,26,21.58,11.56
Nombre de Dios,16,10,25.7,5.22
Nonoava,49,8,22.49,5.98
Nopala de Villagrán,44,13,25.28,11.29
Nopaltepec,61,15,25.4,11.18
Nopalucan,104,21,23.08,10.81
Noria de Ángeles,35,32,26.71,9.85
Nuevo Casas Grandes,50,8,20.67,6.77
Nuevo Ideal,39,10,25.57,5.67
Nuevo Laredo,27,28,28.31,15.02
Nuevo Morelos,28,28,27.34,19.16
Nuevo Parangaricutiro,58,16,24.79,14.34
Nuevo Urecho,59,16,27.32,18.84
Nuevo Zoquiápam,504,20,25.62,10.0
Numarán,60,16,29.84,13.89
Nácori Chico,40,26,22.52,5.95
Oaxaca de Juárez,67,20,26.76,11.47
Ocampo,29,28,22.72666666666667,9.378333333333334
Ocosingo,59,7,29.98,19.31
Ocotepec,60,7,25.060000000000002,13.56
Ocotlán,63,14,28.43,15.05
Ocotlán de Morelos,68,20,28.12,13.03
Ocoyoacac,62,15,20.3,7.1
Ocoyucan,106,21,23.61,13.66
Ocozocoautla de Espinosa,61,7,25.11,18.95
Ocuilan,63,15,18.38,8.73
Ocuituco,16,17,21.06,11.34
Ojinaga,52,8,22.69,10.33
Ojocaliente,36,32,26.88,9.65
Ojuelos de Jalisco,64,14,25.93,10.06
Olinalá,45,12,30.07,16.53
Olintla,107,21,20.93,14.07
Oluta,116,30,29.48,21.52
Omealca,117,30,30.83,20.64
Ometepec,46,12,31.95,20.74
Omitlán de Juárez,45,13,20.02,8.61
Onavas,44,26,29.3,9.76
Opichén,55,31,34.34,19.95
Opodepe,45,26,26.02,11.63
Oquitoa,46,26,27.33,12.9
Oriental,108,21,23.74,11.24
Orizaba,118,30,25.11,14.46
Ostuacán,62,7,28.68,22.11
Osumacinta,63,7,25.38,15.99
Otatitlán,119,30,29.67,21.84
Oteapan,120,30,29.9,21.31
Othón P. Blanco,4,23,32.05,21.46
Otumba,65,15,24.33,11.8
Otzoloapan,66,15,22.31,13.4
Otzolotepec,67,15,20.26,8.29
Otáez,19,10,23.3,5.35
Oxchuc,64,7,25.0,13.57
Oxkutzcab,56,31,33.63,19.65
Ozuluama de Mascareñas,121,30,26.79,19.75
Ozumba,68,15,18.25,10.46
Pabellón de Arteaga,6,1,27.95,9.68
Pachuca de Soto,48,13,24.58,10.4
Pacula,47,13,25.98,13.35
Padilla,30,28,29.34,17.81
Pahuatlán,109,21,21.81,12.14
Pajacuarán,62,16,30.0,14.55
Pajapan,122,30,28.82,21.82
Palenque,65,7,30.7,22.2
Palizada,7,4,32.67,23.26
Palmar de Bravo,110,21,22.65,12.58
Palmillas,31,28,24.2,12.11
Panabá,57,31,33.38,19.21
Panindícuaro,63,16,26.74,13.58
Panotla,24,29,24.98,11.09
Pantelhó,66,7,27.98,14.82
Pantepec,67,7,24.485,17.03
Papalotla,69,15,25.03,14.48
Papalotla de Xicohténcatl,41,29,24.1,12.23
Papantla,124,30,23.78,18.39
Paracho,65,16,23.52,11.29
Paraíso,14,27,29.31,23.51
Parras,24,5,26.21,10.31
Parácuaro,64,16,34.52,23.31
Parás,40,19,28.31,18.7
Paso de Ovejas,126,30,30.19,20.57
Paso del Macho,125,30,30.84,20.37
Pedro Ascencio Alquisiras,47,12,21.73,14.49
Pedro Escobedo,12,22,26.2,11.36
Penjamillo,67,16,28.25,13.97
Peribán,68,16,28.11,17.08
Perote,128,30,20.64,10.18
Pesquería,41,19,27.37,15.86
Petatlán,48,12,30.96,21.64
Petlalcingo,112,21,29.79,15.55
Peto,58,31,35.0,19.43
Peñamiller,13,22,25.43,10.84
Peñón Blanco,21,10,26.4,6.74
Piaxtla,113,21,31.68,18.17
Pichucalco,68,7,28.94,22.08
Piedras Negras,25,5,27.76,13.1
Pihuamo,65,14,29.25,17.81
Pijijiapan,69,7,31.11,21.0
Pilcaya,49,12,22.18,13.39
Pinal de Amoles,2,22,26.17,12.98
Pinos,38,32,26.43,9.17
Pinotepa de Don Luis,70,20,31.86,20.21
Pisaflores,49,13,23.03,13.76
Pitiquito,47,26,27.46,12.91
Platón Sánchez,129,30,27.12,19.54
Playa Vicente,130,30,29.22,21.17
Playas de Rosarito,5,2,22.97,17.72
Pluma Hidalgo,71,20,29.23,17.95
Poanas,22,10,25.16,4.98
Polotitlán,71,15,24.98,11.12
Poncitlán,66,14,27.39,16.72
Poza Rica de Hidalgo,131,30,23.04,18.3
Praxedis G. Guerrero,53,8,21.89,10.2
Progreso,59,31,28.03,19.44
Progreso de Obregón,50,13,26.77,10.82
Puebla,114,21,23.84,13.72
Pueblo Nuevo,23,10,27.14,9.92
Pueblo Nuevo Solistahuacán,72,7,26.16,14.75
Pueblo Viejo,133,30,26.38,20.37
Puente Nacional,134,30,30.18,19.68
Puente de Ixtla,17,17,28.41,16.58
Puerto Morelos,11,23,31.96,19.55
Puerto Peñasco,48,26,29.72,15.68
Puerto Vallarta,67,14,27.68,19.29
Pungarabato,50,12,31.88,21.44
Puruándiro,71,16,27.36,13.05
Purépero,70,16,25.59,12.57
Purísima del Rincón,25,11,29.45,11.74
Putla Villa de Guerrero,73,20,27.57,15.24
Pánuco,123,30,27.39,14.389999999999999
Pánuco de Coronado,20,10,25.22,5.42
Pátzcuaro,66,16,21.56,11.56
Pénjamo,23,11,29.76,13.9
Quecholac,115,21,22.06,12.27
Quechultenango,51,12,27.31,17.95
Queréndaro,72,16,20.75,10.54
Querétaro,14,22,25.28,11.59
Quimixtlán,116,21,22.2,12.53
Quintana Roo,60,31,35.73,18.65
Quiriego,49,26,29.78,12.16
Quiroga,73,16,23.61,10.9
Quitupan,69,14,28.14,15.16
Rafael Delgado,135,30,26.61,15.23
Rafael Lara Grajales,117,21,23.96,10.72
Rafael Lucio,136,30,20.86,11.99
Ramos Arizpe,27,5,24.43,11.09
Rayones,43,19,21.92,9.66
Rayón,73,7,24.650000000000002,12.915
Reforma,74,7,31.04,24.15
Reforma de Pineda,75,20,35.9,24.38
Reyes Etla,77,20,27.05,11.1
Reynosa,32,28,28.41,17.58
Rincón Chamula San Pedro,121,7,25.89,14.69
Rincón de Romos,7,1,26.87,9.23
Rioverde,24,24,29.02,15.33
Riva Palacio,54,8,19.89,4.11
Rodeo,24,10,27.93,7.11
Rojas de Cuauhtémoc,78,20,26.78,11.97
Romita,26,11,30.97,12.76
Rosales,55,8,24.31,10.97
Rosamorada,10,18,30.29,17.32
Rosario,14,25,27.066666666666666,10.99
Ruíz,11,18,29.71,15.79
Río Blanco,138,30,23.72,13.64
Río Bravo,33,28,28.59,17.87
Río Grande,39,32,25.8,7.01
Río Lagartos,61,31,30.76,21.77
Sabanilla,76,7,28.61,17.06
Sabinas,28,5,26.08,13.98
Sabinas Hidalgo,44,19,26.42,15.28
Sacalum,62,31,34.27,19.7
Sacramento,29,5,23.11,13.96
Sahuaripa,52,26,25.14,6.94
Sahuayo,76,16,28.11,14.61
Sain Alto,40,32,24.57,6.84
Salamanca,27,11,30.17,12.44
Salina Cruz,79,20,33.8,24.19
Salinas,25,24,26.89,9.06
Salinas Victoria,45,19,25.76,14.71
Saltabarranca,139,30,27.39,21.75
Saltillo,30,5,23.73,8.95
Salto de Agua,77,7,30.41,20.75
Salvador Alvarado,15,25,32.28,17.63
Salvador Escalante,79,16,21.66,13.61
Salvatierra,28,11,28.03,11.92
Samahil,63,31,34.37,20.07
San Agustín Amatengo,80,20,27.93,13.0
San Agustín Atenango,81,20,27.7,13.39
San Agustín Chayuco,82,20,31.08,18.83
San Agustín Etla,84,20,26.62,10.77
San Agustín Loxicha,85,20,29.0,17.39
San Agustín Metzquititlán,36,13,20.3,9.9
San Agustín Tlacotepec,86,20,25.7,10.7
San Agustín Tlaxiaca,52,13,24.16,10.35
San Agustín Yatareni,87,20,26.35,11.23
San Agustín de las Juntas,83,20,26.98,12.02
San Andrés Cabecera Nueva,88,20,28.52,15.71
San Andrés Cholula,119,21,22.45,12.76
San Andrés Dinicuiti,89,20,27.83,12.2
San Andrés Duraznal,118,7,26.39,14.55
San Andrés Huaxpaltepec,90,20,32.35,20.36
San Andrés Huayápam,91,20,26.35,11.23
San Andrés Ixtlahuaca,92,20,26.9,11.39
San Andrés Lagunas,93,20,26.3,10.59
San Andrés Nuxiño,94,20,26.6,12.1
San Andrés Paxtlán,95,20,25.63,12.33
San Andrés Sinaxtla,96,20,25.06,9.89
San Andrés Solaga,97,20,24.95,12.21
San Andrés Tenejapan,140,30,25.63,14.42
San Andrés Teotilálpam,98,20,27.53,16.67
San Andrés Tepetlapa,99,20,29.66,15.39
San Andrés Tuxtla,141,30,26.67,20.93
San Andrés Yaá,100,20,25.38,13.12
San Andrés Zabache,101,20,27.86,12.83
San Andrés Zautla,102,20,26.95,11.39
San Antonino Castillo Velasco,103,20,28.02,13.05
San Antonino Monte Verde,105,20,27.57,11.52
San Antonino el Alto,104,20,26.33,11.04
San Antonio,26,24,26.55,18.08
San Antonio Acutla,106,20,26.9,11.5
San Antonio Cañada,120,21,25.93,12.5
San Antonio Huitepec,108,20,26.32,11.3
San Antonio Nanahuatípam,109,20,28.2,14.2
San Antonio Sinicahua,110,20,25.38,11.12
San Antonio Tepetlapa,111,20,30.58,20.05
San Antonio de la Cal,107,20,26.75,11.72
San Antonio la Isla,73,15,19.86,9.57
San Baltazar Chichicápam,112,20,27.84,13.32
San Baltazar Loxicha,113,20,29.61,17.41
San Baltazar Yatzachi el Bajo,114,20,25.07,12.28
San Bartolo Coyotepec,115,20,27.24,12.3
San Bartolo Soyaltepec,121,20,24.99,10.04
San Bartolo Tutotepec,53,13,21.6,14.55
San Bartolo Yautepec,122,20,29.2,15.68
San Bartolomé Ayautla,116,20,27.14,16.62
San Bartolomé Loxicha,117,20,29.82,18.82
San Bartolomé Quialana,118,20,26.97,12.45
San Bartolomé Yucuañe,119,20,26.05,10.92
San Bartolomé Zoogocho,120,20,24.5,11.5
San Bernardo,25,10,24.1,4.45
San Bernardo Mixtepec,123,20,27.08,11.83
San Blas,12,18,28.83,20.49
San Blas Atempa,124,20,33.84,23.6
San Buenaventura,31,5,22.72,10.35
San Carlos,34,28,26.61,16.51
San Carlos Yautepec,125,20,28.8,16.06
San Ciro de Acosta,27,24,26.05,13.64
San Cristóbal Amatlán,126,20,24.7,10.79
San Cristóbal Amoltepec,127,20,25.73,9.89
San Cristóbal Lachirioag,128,20,25.71,13.55
San Cristóbal Suchixtlahuaca,129,20,25.47,10.72
San Cristóbal de la Barranca,71,14,29.74,12.54
San Cristóbal de las Casas,78,7,25.05,14.68
San Damián Texóloc,49,29,24.75,11.08
San Diego de Alejandría,72,14,28.95,11.92
San Diego de la Unión,29,11,26.32,10.99
San Diego la Mesa Tochimiltzingo,121,21,26.99,15.92
San Dimas,26,10,22.49,5.43
San Dionisio Ocotepec,131,20,28.6,14.21
San Dionisio Ocotlán,132,20,28.08,13.19
San Dionisio del Mar,130,20,34.12,25.79
San Esteban Atatlahuca,133,20,24.7,12.31
San Felipe,65,31,29.15,15.764999999999999
San Felipe Jalapa de Díaz,134,20,28.5,19.59
San Felipe Orizatlán,46,13,25.93,18.19
San Felipe Tejalápam,135,20,26.95,11.41
San Felipe Teotlalcingo,122,21,17.9,6.3
San Felipe Tepatlán,123,21,20.61,13.01
San Felipe Usila,136,20,27.62,15.74
San Felipe de Jesús,53,26,25.54,10.0
San Felipe del Progreso,74,15,21.83,7.96
San Fernando,79,7,26.034999999999997,18.96
San Francisco Cahuacuá,137,20,26.44,12.8
San Francisco Cajonos,138,20,24.95,11.93
San Francisco Chapulapa,139,20,26.6,14.18
San Francisco Chindúa,140,20,25.76,10.8
San Francisco Huehuetlán,142,20,27.55,14.69
San Francisco Ixhuatán,143,20,35.75,25.03
San Francisco Jaltepetongo,144,20,26.14,11.39
San Francisco Lachigoló,145,20,26.59,11.82
San Francisco Logueche,146,20,25.17,11.16
San Francisco Nuxaño,147,20,25.97,10.9
San Francisco Ozolotepec,148,20,26.83,15.49
San Francisco Sola,149,20,27.88,12.91
San Francisco Telixtlahuaca,150,20,26.46,11.88
San Francisco Teopan,151,20,26.97,11.75
San Francisco Tetlanohcan,50,29,21.39,9.91
San Francisco Tlapancingo,152,20,27.71,14.19
San Francisco de Borja,57,8,22.86,7.68
San Francisco de Conchos,58,8,23.81,12.79
San Francisco de los Romo,11,1,28.05,9.79
San Francisco del Mar,141,20,34.56,25.88
San Francisco del Oro,59,8,22.08,7.61
San Francisco del Rincón,31,11,30.48,11.88
San Gabriel,113,14,20.72,9.42
San Gabriel Chilac,124,21,28.58,14.3
San Gabriel Mixtepec,153,20,30.23,18.49
San Gregorio Atzompa,125,21,21.15,11.8
San Ignacio,16,25,28.44,14.59
San Ignacio Cerro Gordo,125,14,26.78,11.94
San Ignacio Río Muerto,72,26,29.28,18.05
San Ildefonso Amatlán,154,20,24.99,11.08
San Ildefonso Sola,155,20,27.6,12.4
San Ildefonso Villa Alta,156,20,26.09,14.15
San Jacinto Amilpas,157,20,26.92,11.53
San Jacinto Tlacotepec,158,20,28.81,15.3
San Javier,54,26,29.38,9.38
San Jerónimo Coatlán,159,20,28.59,15.36
San Jerónimo Silacayoapilla,160,20,29.13,14.02
San Jerónimo Sosola,161,20,26.1,12.33
San Jerónimo Taviche,162,20,28.08,13.38
San Jerónimo Tecuanipan,126,21,19.52,10.47
San Jerónimo Tecóatl,163,20,27.8,14.66
San Jerónimo Tlacochahuaya,550,20,26.18,11.46
San Jerónimo Xayacatlán,127,21,30.4,15.93
San Jerónimo Zacualpan,51,29,25.3,11.8
San Joaquín,15,22,26.62,12.93
San Jorge Nuchita,164,20,29.29,14.8
San José Ayuquila,165,20,30.23,15.66
San José Chiapa,128,21,24.08,10.95
San José Chiltepec,166,20,30.01,20.74
San José Estancia Grande,168,20,31.67,22.6
San José Independencia,169,20,28.7,19.75
San José Iturbide,32,11,22.1,10.2
San José Lachiguiri,170,20,25.36,11.71
San José Miahuatlán,129,21,29.12,14.71
San José Teacalco,52,29,22.63,9.51
San José Tenango,171,20,28.05,18.23
San José de Gracia,8,1,24.6,7.7
San José del Peñasco,167,20,25.51,11.12
San José del Progreso,72,20,28.2,13.29
San José del Rincón,124,15,19.64,7.05
San Juan Achiutla,172,20,25.88,10.25
San Juan Atenco,130,21,21.36,11.13
San Juan Atepec,173,20,24.63,10.93
San Juan Atzompa,131,21,27.59,16.03
San Juan Bautista Atatlahuca,175,20,26.2,11.66
San Juan Bautista Coixtlahuaca,176,20,24.78,10.78
San Juan Bautista Cuicatlán,177,20,27.32,13.19
San Juan Bautista Guelache,178,20,27.1,10.5
