nmun,idmun,ides,tmax,tmin
Tepemaxalco,165,21,26.13,14.82
Tepeojuma,166,21,26.71,15.61
Tepetitla de Lardizábal,19,29,21.51,8.87
Tepetitlán,64,13,26.53,11.05
Tepetlaoxtoc,93,15,23.06,11.38
Tepetlixpa,94,15,18.14,9.54
Tepetlán,166,30,25.12,15.63
Tepetongo,46,32,23.72,5.37
Tepetzintla,167,21,23.1,14.775
Tepexco,168,21,27.24,15.59
Tepexi de Rodríguez,169,21,28.4,15.38
Tepeyahualco,170,21,22.53,10.65
Tepeyahualco de Cuauhtémoc,171,21,25.79,14.44
Tepeyanco,29,29,25.3,11.8
Tepezalá,9,1,28.13,9.91
Tepic,17,18,29.19,15.36
Tepotzotlán,95,15,23.79,11.05
Tepoztlán,20,17,25.94,14.6
Tequila,168,30,28.384999999999998,13.95
Tequisquiapan,17,22,27.57,12.28
Tequixquiac,96,15,26.03,11.8
Terrenate,30,29,24.28,8.79
Tetecala,21,17,25.2,14.8
Tetela de Ocampo,172,21,21.15,9.54
Tetela del Volcán,22,17,17.23,8.83
Teteles de Avila Castillo,173,21,19.04,9.71
Tetepango,65,13,26.07,10.94
Tetipac,60,12,21.48,13.34
Tetiz,87,31,33.46,20.38
Tetla de la Solidaridad,31,29,24.17,9.11
Tetlatlahuca,32,29,23.57,11.16
Teuchitlán,95,14,30.57,12.82
Texcaltitlán,97,15,15.88,9.37
Texcalyacac,98,15,18.06,6.4
Texcatepec,170,30,21.5,14.84
Texcoco,99,15,22.71,11.91
Texhuacán,171,30,24.68,13.88
Texistepec,172,30,29.73,21.76
Teya,88,31,34.8,19.12
Teziutlán,174,21,19.15,10.98
Tezonapa,173,30,30.74,19.91
Tezontepec de Aldama,67,13,27.16,11.14
Tezoyuca,100,15,26.38,14.81
Teúl de González Ortega,47,32,28.19,11.92
Tianguismanalco,175,21,16.99,8.38
Tianguistenco,101,15,19.82,9.57
Tianguistengo,68,13,20.78,13.9
Ticul,89,31,33.84,19.64
Tierra Blanca,174,30,26.740000000000002,15.975
Tierra Nueva,43,24,26.86,11.15
Tihuatlán,175,30,23.47,18.58
Tijuana,4,2,25.08,15.3
Tila,96,7,29.25,18.43
Tilapa,176,21,28.19,16.31
Timilpan,102,15,22.59,8.75
Timucuy,90,31,34.5,19.63
Tingambato,90,16,21.99,12.18
Tingüindín,91,16,26.89,14.13
Tinum,91,31,35.91,18.68
Tiquicheo de Nicolás Romero,92,16,29.3,17.7
Tixcacalcupul,92,31,35.88,18.63
Tixkokob,93,31,35.09,19.43
Tixmehuac,94,31,34.61,19.3
Tixpéhual,95,31,34.97,19.49
Tixtla de Guerrero,61,12,26.0,16.85
Tizapán el Alto,96,14,26.8,15.27
Tizayuca,69,13,26.07,12.26
Tizimín,96,31,32.43,19.71
Tlachichilco,180,30,22.33,16.72
Tlachichuca,179,21,19.92,10.53
Tlacoachistlahuaca,62,12,29.11,18.33
Tlacoapa,63,12,25.38,14.78
Tlacojalpan,176,30,29.47,21.98
Tlacolula de Matamoros,551,20,27.9,13.51
Tlacolulan,177,30,21.1,12.18
Tlacotalpan,178,30,28.02,22.15
Tlacotepec Plumas,552,20,26.51,11.45
Tlacotepec de Benito Juárez,177,21,25.39,13.35
Tlacotepec de Mejía,179,30,29.02,18.37
Tlacuilotepec,178,21,21.95,15.24
Tlahualilo,36,10,26.62,9.69
Tlahuapan,180,21,18.71,6.59
Tlahuelilpan,70,13,26.72,10.95
Tlahuiltepa,71,13,22.69,12.57
Tlajomulco de Zúñiga,97,14,28.54,13.23
Tlalchapa,64,12,29.79,20.18
Tlalixcoyan,181,30,29.96,21.92
Tlalixtac de Cabrera,553,20,26.13,11.18
Tlalixtaquilla de Maldonado,65,12,29.13,15.07
Tlalmanalco,103,15,14.54,4.84
Tlalnelhuayocan,182,30,20.78,11.9
Tlalnepantla,23,17,23.3,13.01
Tlalnepantla de Baz,104,15,27.08,14.46
Tlalpan,12,9,22.89,10.31
Tlalpujahua,93,16,19.86,7.14
Tlaltenango,181,21,20.7,10.17
Tlaltenango de Sánchez Román,48,32,27.29,9.07
Tlaltetela,24,30,27.13,16.96
Tlaltizapán de Zapata,24,17,29.89,17.23
Tlanalapa,72,13,25.21,9.99
Tlanchinol,73,13,22.8,15.64
Tlanepantla,182,21,25.33,14.4
Tlaola,183,21,21.04,12.98
Tlapa de Comonfort,66,12,28.0,14.93
Tlapacoya,184,21,20.84,13.45
Tlapacoyan,183,30,22.46,15.23
Tlapanalá,185,21,26.24,15.07
Tlapehuala,67,12,30.96,20.94
Tlaquilpa,184,30,24.63,13.5
Tlaquiltenango,25,17,30.07,17.27
Tlatlauquitepec,186,21,19.52,9.98
Tlatlaya,105,15,26.38,17.74
Tlaxcala,33,29,25.83,11.89
Tlaxco,187,21,23.155,12.135
Tlaxcoapan,74,13,26.84,11.07
Tlayacapan,26,17,24.88,13.89
Tlazazalca,94,16,27.54,13.59
Tlilapan,185,30,25.54,14.58
Tláhuac,11,9,25.4,13.66
Tocatlán,35,29,23.74,9.01
Tochimilco,188,21,17.98,9.46
Tochtepec,189,21,25.2,13.96
Tocumbo,95,16,28.94,16.56
Tolcayuca,75,13,25.39,11.34
Tolimán,18,22,24.060000000000002,10.149999999999999
Toluca,106,15,19.17,8.2
Tomatlán,186,30,27.93,18.1
Tonalá,97,7,30.48,18.115
Tonanitla,125,15,26.86,14.02
Tonatico,107,15,23.16,13.82
Tonaya,102,14,24.41,13.04
Tonayán,187,30,22.53,13.42
Tonila,103,14,24.66,14.2
Topia,37,10,25.24,7.58
Torreón,35,5,25.3,13.23
Totatiche,104,14,26.9,8.63
Totolac,36,29,25.97,11.6
Totolapa,98,7,28.23,18.88
Totolapan,27,17,21.14,11.59
Totoltepec de Guerrero,190,21,29.8,15.06
Totontepec Villa de Morelos,554,20,26.15,14.11
Tototlán,105,14,29.04,13.24
Totutla,188,30,26.77,16.56
Trancoso,57,32,26.61,9.58
Tres Valles,207,30,30.03,22.06
Trincheras,64,26,27.37,12.08
Trinidad García de la Cadena,11,32,29.19,12.61
Trinidad Zaachila,555,20,27.67,12.57
Tubutama,65,26,25.79,12.47
Tula,39,28,25.02,14.54
Tula de Allende,76,13,26.24,10.81
Tulancingo de Bravo,77,13,23.96,10.38
Tulcingo,191,21,31.52,17.4
Tultepec,108,15,26.08,13.29
Tultitlán,109,15,26.41,13.74
Tulum,9,23,33.4,17.54
Tumbalá,100,7,29.56,18.42
Tumbiscatío,96,16,28.22,20.14
Tunkás,97,31,35.46,18.71
Turicato,97,16,29.43,18.65
Tuxcacuesco,106,14,23.97,11.98
Tuxcueca,107,14,26.89,15.15
Tuxpan,189,30,24.830000000000002,15.6325
Tuxtilla,190,30,29.32,21.99
Tuxtla Chico,102,7,31.23,19.79
Tuxtla Gutiérrez,101,7,26.04,16.82
Tuzamapan de Galeana,192,21,21.21,14.51
Tuzantla,99,16,26.29,15.89
Tuzantán,103,7,30.36,19.44
Tzicatlacoyan,193,21,26.7,15.49
Tzimol,104,7,28.69,18.99
Tzintzuntzan,100,16,22.56,10.9
Tzitzio,101,16,22.76,13.76
Tzompantepec,38,29,24.22,9.74
Tzucacab,98,31,34.23,19.58
Técpan de Galeana,57,12,30.58,23.55
Uayma,99,31,36.01,18.62
Ucú,100,31,33.76,20.17
Umán,101,31,34.49,19.84
Unión Hidalgo,557,20,34.22,24.36
Unión Juárez,105,7,26.7,14.77
Unión de San Antonio,109,14,29.08,11.63
Unión de Tula,110,14,25.6,13.71
Ures,66,26,28.15,12.12
Uriangato,41,11,28.11,12.21
Urique,65,8,28.46,13.25
Ursulo Galván,191,30,28.84,21.13
Uruachi,66,8,25.51,8.98
Uruapan,102,16,24.63,14.02
Uxpanapa,210,30,30.79,22.29
Valerio Trujano,558,20,27.93,13.64
Valladolid,102,31,35.89,18.38
Valle Hermoso,40,28,28.36,17.92
Valle de Bravo,110,15,16.97,8.89
Valle de Chalco Solidaridad,122,15,23.51,12.37
Valle de Guadalupe,111,14,27.88,12.52
Valle de Juárez,112,14,27.95,14.79
Valle de Santiago,42,11,30.1,12.81
Valle de Zaragoza,67,8,23.85,11.4
Vallecillo,50,19,27.8,17.5
Valparaíso,49,32,22.12,5.38
Vanegas,44,24,26.79,9.9
Vega de Alatorre,192,30,25.85,19.86
Venado,45,24,27.4,9.81
Venustiano Carranza,194,21,26.675,17.0825
Veracruz,193,30,28.71,21.91
Vetagrande,50,32,26.04,8.63
Vicente Guerrero,195,21,24.560000000000002,8.975
Victoria,41,28,25.345,12.945
Viesca,36,5,26.9,9.77
Villa Aldama,194,30,19.19,10.3
Villa Comaltitlán,71,7,32.63,23.19
Villa Corona,114,14,28.46,12.26
Villa Corzo,107,7,29.11,18.82
Villa Díaz Ordaz,560,20,25.65,11.63
Villa García,52,32,26.61,9.75
Villa González Ortega,53,32,26.86,9.96
Villa Guerrero,115,14,23.07,9.39
Villa Hidalgo,38,20,26.583999999999996,10.336
Villa Juárez,52,24,29.01,15.13
Villa Pesqueira,68,26,27.28,10.16
Villa Purificación,68,14,27.96,17.66
Villa Sola de Vega,277,20,27.48,12.91
Villa Talea de Castro,280,20,25.39,12.82
Villa Tejúpam de la Unión,486,20,26.11,10.78
Villa Unión,37,5,26.24,14.75
Villa Victoria,114,15,22.11,7.8
Villa de Allende,111,15,19.92,8.04
Villa de Arista,56,24,29.01,11.23
Villa de Arriaga,46,24,26.95,9.56
Villa de Chilapa de Díaz,405,20,27.1,11.27
Villa de Cos,51,32,26.48,8.67
Villa de Etla,338,20,27.05,11.1
Villa de Guadalupe,47,24,27.59,11.66
Villa de Ramos,49,24,27.17,9.52
Villa de Reyes,50,24,28.79,10.09
Villa de Tamazulápam del Progreso,540,20,26.99,11.37
Villa de Tezontepec,66,13,25.68,11.4
Villa de Tututepec,334,20,31.27,21.38
Villa de Zaachila,565,20,27.43,12.39
Villa de la Paz,48,24,26.81,10.24
Villa de Álvarez,10,6,27.3,16.5
Villa del Carbón,112,15,21.67,8.44
Villaflores,108,7,30.94,20.45
Villagrán,42,28,28.72,13.795
Villaldama,51,19,25.8,14.85
Villamar,104,16,29.07,14.39
Villanueva,55,32,23.74,5.68
Vista Hermosa,105,16,30.96,14.25
Xalapa,87,30,23.27,14.03
Xalatlaco,43,15,19.61,7.33
Xalisco,8,18,28.76,16.75
Xaloztoc,39,29,23.75,9.28
Xalpatláhuac,69,12,26.42,14.48
Xaltocan,40,29,25.43,10.55
Xayacatlán de Bravo,196,21,30.8,16.3
Xichú,45,11,23.5,10.99
Xico,92,30,21.62,12.31
Xicohtzinco,42,29,24.33,12.07
Xicotepec,197,21,21.7,15.26
Xicotlán,198,21,32.02,17.63
Xicoténcatl,43,28,28.67,19.83
Xilitla,54,24,23.47,13.77
Xiutetelco,199,21,19.28,9.77
Xocchel,103,31,34.73,19.18
Xochiapulco,200,21,20.0,9.41
Xochiatipan,78,13,23.78,18.11
Xochicoatlán,79,13,20.68,13.14
Xochihuehuetlán,70,12,31.24,16.8
Xochiltepec,201,21,28.52,17.09
Xochimilco,13,9,25.1,12.93
Xochistlahuaca,71,12,29.85,18.39
Xochitepec,28,17,28.49,16.38
Xochitlán Todos Santos,203,21,26.03,13.89
Xochitlán de Vicente Suárez,202,21,20.13,10.46
Xonacatlán,115,15,20.5,9.0
Xoxocotla,195,30,24.66,13.24
Yahualica,80,13,23.65,17.69
Yahualica de González Gallo,118,14,27.84,12.46
Yajalón,109,7,28.94,16.77
Yanga,196,30,30.1,20.01
Yaonáhuac,204,21,19.36,10.39
Yauhquemehcan,43,29,25.23,10.75
Yautepec,29,17,28.6,16.33
Yaxcabá,104,31,35.31,18.95
Yaxe,561,20,28.13,13.69
Yaxkukul,105,31,34.55,19.51
Yecapixtla,30,17,24.62,13.66
Yecuatla,197,30,24.38,15.88
Yehualtepec,205,21,24.8,13.6
Yobaín,106,31,32.31,20.26
Yogana,563,20,27.8,13.09
Yuriria,46,11,28.49,12.59
Yurécuaro,106,16,30.74,13.79
Yutanduchi de Guerrero,564,20,27.57,12.49
Yécora,69,26,23.87,5.95
Zacapala,206,21,28.4,16.57
Zacapoaxtla,207,21,19.67,9.71
Zacapu,107,16,24.52,11.94
Zacatecas,56,32,23.6,6.69
Zacatelco,44,29,24.33,12.07
Zacatepec,31,17,29.09,16.83
Zacatlán,208,21,21.73,9.89
Zacazonapan,116,15,20.24,12.12
Zacoalco de Torres,119,14,27.74,12.13
Zacualpan,198,30,20.205,12.629999999999999
Zacualpan de Amilpas,32,17,22.77,12.54
Zacualtipán de Ángeles,81,13,20.41,11.66
Zamora,108,16,29.82,14.02
Zapopan,120,14,29.25,12.61
Zapotiltic,121,14,27.03,14.14
Zapotitlán,209,21,27.74,13.48
Zapotitlán Lagunas,567,20,30.48,15.98
Zapotitlán Palmas,568,20,29.02,13.88
Zapotitlán Tablas,72,12,22.45,14.53
Zapotitlán de Méndez,210,21,20.2,11.36
Zapotitlán de Vadillo,122,14,24.96,13.4
Zapotlanejo,124,14,28.74,13.42
Zapotlán de Juárez,82,13,25.55,11.18
Zapotlán del Rey,123,14,28.66,14.67
Zapotlán el Grande,23,14,24.28,11.65
Zaragoza,211,21,25.9075,13.5325
Zautla,212,21,21.54,9.16
Zempoala,83,13,25.31,10.41
Zentla,200,30,29.78,19.04
Zihuatanejo de Azueta,38,12,31.58,21.99
Zihuateutla,213,21,22.13,17.02
Ziltlaltépec de Trinidad Sánchez Santos,37,29,21.66,10.23
Zimapán,84,13,26.31,11.81
Zimatlán de Álvarez,570,20,26.82,11.85
Zinacantepec,118,15,18.1,8.22
Zinacantán,111,7,26.48,16.2
Zinacatepec,214,21,28.15,14.46
Zinapécuaro,110,16,21.78,10.11
Zináparo,109,16,29.29,13.88
Ziracuaretiro,111,16,23.18,13.7
Zirándaro,73,12,31.41,19.36
Zitlala,74,12,27.28,16.22
Zitácuaro,112,16,18.48,9.23
Zongolica,201,30,28.03,17.11
Zongozotla,215,21,20.19,10.69
Zontecomatlán de López y Fuentes,202,30,22.57,16.98
Zoquiapan,216,21,20.62,12.78
Zoquitlán,217,21,26.63,14.52
Zozocolco de Hidalgo,203,30,21.3,14.98
Zumpahuacán,119,15,20.86,12.22
Zumpango,120,15,26.15,12.69
Álamo Temapache,160,30,24.96,19.51
Álvaro Obregón,10,9,23.825000000000003,10.99
Ánimas Trujano,174,20,26.98,12.02
